t-1,t,Source Node,Destination Node,Batch size
-1,0,61,95,1
-1,0,77,86,1
-1,0,9,28,1
-1,0,74,11,1
-1,0,85,89,1
-1,0,84,111,1
-1,0,84,3,1
-1,0,95,61,1
0,1,105,31,1
0,1,91,14,1
0,1,3,30,1
0,1,87,32,1
0,1,105,104,1
0,1,98,7,1
0,1,39,24,1
0,1,37,53,1
1,2,88,110,1
1,2,112,50,1
1,2,105,93,1
1,2,110,72,1
1,2,86,25,1
1,2,104,59,1
1,2,0,110,1
1,2,59,93,1
2,3,104,110,1
2,3,80,76,1
2,3,110,114,1
2,3,105,104,1
2,3,74,69,1
2,3,77,24,1
2,3,71,92,1
2,3,94,96,1
3,4,109,15,1
3,4,52,96,1
3,4,57,83,1
3,4,106,96,1
3,4,0,110,1
3,4,91,36,1
3,4,49,95,1
3,4,62,40,1
4,5,63,98,1
4,5,20,96,1
4,5,110,105,1
4,5,22,74,1
4,5,3,30,1
4,5,60,3,1
4,5,100,112,1
4,5,28,22,1
5,6,57,25,1
5,6,37,53,1
5,6,98,25,1
5,6,98,63,1
5,6,47,50,1
5,6,95,72,1
5,6,92,71,1
5,6,89,102,1
6,7,62,3,1
6,7,28,9,1
6,7,26,80,1
6,7,24,73,1
6,7,18,76,1
6,7,62,40,1
6,7,89,49,1
6,7,72,111,1
7,8,76,80,1
7,8,24,4,1
7,8,70,47,1
7,8,0,110,1
7,8,4,28,1
7,8,2,19,1
7,8,3,84,1
7,8,85,102,1
8,9,59,93,1
8,9,3,60,1
8,9,28,15,1
8,9,83,86,1
8,9,82,76,1
8,9,42,4,1
8,9,93,79,1
8,9,82,43,1
9,10,10,65,1
9,10,67,66,1
9,10,50,31,1
9,10,102,10,1
9,10,91,36,1
9,10,71,92,1
9,10,49,95,1
9,10,108,104,1
10,11,78,80,1
10,11,96,106,1
10,11,91,117,1
10,11,11,74,1
10,11,101,16,1
10,11,81,68,1
10,11,12,80,1
10,11,10,2,1
11,12,86,25,1
11,12,102,89,1
11,12,98,7,1
11,12,94,96,1
11,12,91,73,1
11,12,72,95,1
11,12,93,97,1
11,12,91,36,1
12,13,98,15,1
12,13,37,26,1
12,13,53,47,1
12,13,82,50,1
12,13,89,49,1
12,13,66,49,1
12,13,47,50,1
12,13,25,96,1
13,14,40,103,1
13,14,116,114,1
13,14,95,103,1
13,14,28,9,1
13,14,3,43,1
13,14,78,80,1
13,14,105,31,1
13,14,104,110,1
14,15,82,50,1
14,15,50,112,1
14,15,73,75,1
14,15,116,111,1
14,15,71,92,1
14,15,72,69,1
14,15,83,57,1
14,15,32,87,1
15,16,102,89,1
15,16,69,74,1
15,16,43,3,1
15,16,116,111,1
15,16,28,9,1
15,16,55,100,1
15,16,98,7,1
15,16,93,50,1
16,17,101,18,1
16,17,102,10,1
16,17,91,117,1
16,17,98,109,1
16,17,37,26,1
16,17,34,3,1
16,17,98,7,1
16,17,96,52,1
17,18,2,65,1
17,18,86,117,1
17,18,104,118,1
