t-1,t,Source Node,Destination Node,Batch size
-1,0,83,9,1
-1,0,9,22,1
-1,0,95,50,1
-1,0,98,20,1
-1,0,105,114,1
-1,0,21,20,1
-1,0,103,40,1
-1,0,4,88,1
0,1,46,76,1
0,1,114,34,1
0,1,71,94,1
0,1,40,60,1
0,1,110,11,1
0,1,27,22,1
0,1,25,84,1
0,1,106,53,1
1,2,47,60,1
1,2,75,21,1
1,2,118,44,1
1,2,94,106,1
1,2,83,9,1
1,2,60,41,1
1,2,106,104,1
1,2,6,102,1
2,3,112,102,1
2,3,26,61,1
2,3,58,111,1
2,3,69,79,1
2,3,53,106,1
2,3,58,111,1
2,3,42,30,1
2,3,101,37,1
3,4,99,67,1
3,4,34,26,1
3,4,82,22,1
3,4,98,1,1
3,4,6,102,1
3,4,12,18,1
3,4,65,117,1
3,4,7,46,1
4,5,71,97,1
4,5,33,64,1
4,5,53,1,1
4,5,99,31,1
4,5,8,15,1
4,5,114,34,1
4,5,89,118,1
4,5,75,73,1
5,6,60,41,1
5,6,31,39,1
5,6,66,13,1
5,6,94,30,1
5,6,95,71,1
5,6,60,68,1
5,6,108,10,1
5,6,85,67,1
6,7,97,3,1
6,7,34,91,1
6,7,76,46,1
6,7,5,29,1
6,7,37,0,1
6,7,39,81,1
6,7,98,110,1
6,7,50,32,1
7,8,107,36,1
7,8,39,81,1
7,8,56,93,1
7,8,97,3,1
7,8,1,78,1
7,8,28,83,1
7,8,62,32,1
7,8,84,79,1
8,9,7,1,1
8,9,95,3,1
8,9,81,79,1
8,9,1,7,1
8,9,7,81,1
8,9,104,106,1
8,9,75,73,1
8,9,81,39,1
9,10,62,32,1
9,10,9,22,1
9,10,13,66,1
9,10,81,79,1
9,10,111,58,1
9,10,101,37,1
9,10,34,114,1
9,10,108,38,1
10,11,63,10,1
10,11,108,38,1
10,11,10,63,1
10,11,104,67,1
10,11,25,27,1
10,11,75,73,1
10,11,14,24,1
10,11,17,59,1
11,12,5,117,1
11,12,42,30,1
11,12,46,75,1
11,12,104,62,1
11,12,70,80,1
11,12,30,90,1
11,12,57,59,1
11,12,118,89,1
12,13,81,79,1
12,13,69,79,1
12,13,7,60,1
12,13,83,88,1
12,13,43,94,1
12,13,105,114,1
12,13,48,69,1
12,13,30,42,1
13,14,14,24,1
13,14,39,28,1
13,14,34,91,1
13,14,27,22,1
13,14,5,108,1
13,14,105,33,1
13,14,97,29,1
13,14,103,33,1
14,15,22,79,1
14,15,95,14,1
14,15,96,84,1
14,15,85,16,1
14,15,71,94,1
14,15,97,71,1
14,15,34,26,1
14,15,106,53,1
15,16,56,18,1
15,16,39,28,1
15,16,80,9,1
15,16,57,27,1
15,16,70,94,1
15,16,26,61,1
15,16,37,76,1
15,16,102,46,1
16,17,66,55,1
16,17,0,37,1
16,17,37,101,1
16,17,4,72,1
16,17,32,23,1
16,17,60,40,1
16,17,26,34,1
16,17,32,50,1
17,18,77,3,1
17,18,78,45,1
17,18,49,109,1
17,18,21,75,1
17,18,76,51,1
17,18,69,79,1
17,18,7,51,1
17,18,27,25,1
18,19,114,103,1
18,19,109,3,1
18,19,4,8,1
18,19,76,51,1
18,19,76,51,1
18,19,26,61,1
18,19,39,81,1
18,19,95,50,1
19,20,80,104,1
19,20,67,85,1
19,20,60,7,1
19,20,31,39,1
19,20,101,84,1
19,20,75,73,1
19,20,95,3,1
19,20,60,40,1
20,21,55,75,1
20,21,103,92,1
20,21,22,27,1
20,21,49,109,1
20,21,40,64,1
20,21,95,71,1
20,21,6,102,1
20,21,110,11,1
21,22,109,49,1
21,22,26,34,1
21,22,78,52,1
21,22,110,98,1
21,22,56,96,1
21,22,42,30,1
21,22,63,111,1
21,22,91,48,1
22,23,1,7,1
22,23,60,41,1
22,23,41,69,1
22,23,9,22,1
22,23,72,98,1
22,23,53,87,1
22,23,33,105,1
22,23,10,29,1
23,24,55,66,1
23,24,15,8,1
23,24,84,101,1
23,24,36,107,1
23,24,76,55,1
23,24,36,78,1
23,24,42,44,1
23,24,22,82,1
24,25,62,32,1
24,25,106,94,1
24,25,94,69,1
24,25,5,111,1
24,25,67,99,1
24,25,90,70,1
24,25,111,63,1
24,25,70,94,1
25,26,30,106,1
25,26,46,75,1
25,26,82,22,1
25,26,105,33,1
25,26,47,79,1
25,26,10,108,1
25,26,103,33,1
25,26,21,105,1
26,27,46,7,1
26,27,114,105,1
26,27,0,12,1
26,27,41,9,1
26,27,114,34,1
26,27,7,60,1
26,27,95,71,1
26,27,93,9,1
27,28,61,28,1
27,28,116,10,1
27,28,14,62,1
27,28,119,113,1
27,28,79,84,1
27,28,118,44,1
27,28,116,10,1
27,28,2,22,1
28,29,61,24,1
28,29,46,76,1
28,29,34,26,1
28,29,70,80,1
28,29,66,55,1
28,29,68,67,1
28,29,30,106,1
28,29,66,49,1
29,30,40,103,1
29,30,15,8,1
29,30,101,79,1
29,30,30,106,1
29,30,47,60,1
29,30,26,34,1
29,30,106,53,1
29,30,27,22,1
30,31,117,5,1
30,31,21,86,1
30,31,119,79,1
30,31,111,58,1
30,31,31,39,1
30,31,61,28,1
30,31,87,53,1
30,31,48,91,1
31,32,2,22,1
31,32,56,93,1
31,32,38,108,1
31,32,13,87,1
31,32,25,84,1
31,32,67,104,1
31,32,63,10,1
31,32,79,119,1
32,33,42,19,1
32,33,96,56,1
32,33,26,49,1
32,33,8,4,1
32,33,46,7,1
32,33,56,93,1
32,33,79,47,1
32,33,87,53,1
33,34,32,108,1
33,34,69,48,1
33,34,108,38,1
33,34,12,18,1
33,34,22,96,1
33,34,108,3,1
33,34,65,3,1
33,34,2,18,1
34,35,43,116,1
34,35,51,76,1
34,35,39,28,1
34,35,30,106,1
34,35,40,57,1
34,35,59,57,1
34,35,1,7,1
34,35,81,7,1
35,36,26,34,1
35,36,26,61,1
35,36,59,17,1
35,36,47,79,1
35,36,94,43,1
35,36,26,55,1
35,36,105,114,1
35,36,116,63,1
36,37,98,26,1
36,37,81,79,1
36,37,94,106,1
36,37,52,110,1
36,37,64,40,1
36,37,34,26,1
36,37,55,75,1
36,37,28,83,1
37,38,108,10,1
37,38,107,36,1
37,38,14,24,1
37,38,73,75,1
37,38,79,69,1
37,38,36,78,1
37,38,10,108,1
37,38,78,52,1
38,39,9,22,1
38,39,93,56,1
38,39,55,51,1
38,39,22,82,1
38,39,77,3,1
38,39,28,39,1
38,39,47,79,1
38,39,14,95,1
39,40,105,33,1
39,40,5,29,1
39,40,21,20,1
39,40,7,60,1
39,40,24,61,1
39,40,55,66,1
39,40,58,14,1
39,40,98,55,1
40,41,118,44,1
40,41,111,58,1
40,41,94,43,1
40,41,5,108,1
40,41,1,53,1
40,41,12,0,1
40,41,22,28,1
40,41,62,32,1
41,42,79,69,1
41,42,108,38,1
41,42,18,56,1
41,42,57,64,1
41,42,26,49,1
41,42,111,5,1
41,42,85,16,1
41,42,67,104,1
42,43,28,39,1
42,43,60,7,1
42,43,76,37,1
42,43,64,7,1
42,43,33,103,1
42,43,39,31,1
42,43,64,40,1
42,43,5,29,1
43,44,32,108,1
43,44,119,15,1
43,44,63,10,1
43,44,62,111,1
43,44,60,40,1
43,44,76,46,1
43,44,97,29,1
43,44,101,37,1
44,45,7,51,1
44,45,114,103,1
44,45,84,16,1
44,45,117,65,1
44,45,95,71,1
44,45,46,106,1
44,45,107,15,1
44,45,65,117,1
45,46,49,66,1
45,46,22,96,1
45,46,28,39,1
45,46,19,5,1
45,46,69,79,1
45,46,56,41,1
45,46,113,101,1
45,46,118,90,1
46,47,37,76,1
46,47,99,18,1
46,47,96,56,1
46,47,61,26,1
46,47,59,87,1
46,47,19,5,1
46,47,32,62,1
46,47,28,83,1
47,48,79,101,1
47,48,44,42,1
47,48,51,7,1
47,48,51,7,1
47,48,80,104,1
47,48,44,118,1
47,48,20,41,1
47,48,55,26,1
48,49,95,71,1
48,49,110,98,1
48,49,3,117,1
48,49,70,90,1
48,49,59,17,1
48,49,84,79,1
48,49,99,67,1
48,49,20,41,1
49,50,16,32,1
49,50,25,84,1
49,50,61,24,1
49,50,72,98,1
49,50,110,52,1
49,50,57,64,1
49,50,55,51,1
49,50,9,83,1
50,51,31,39,1
50,51,75,46,1
50,51,9,41,1
50,51,96,56,1
50,51,31,99,1
50,51,118,44,1
50,51,78,45,1
50,51,106,53,1
51,52,110,98,1
51,52,5,19,1
51,52,117,23,1
51,52,64,7,1
51,52,117,23,1
51,52,30,90,1
51,52,7,81,1
51,52,65,117,1
52,53,20,21,1
52,53,95,14,1
52,53,61,28,1
52,53,29,5,1
52,53,91,48,1
52,53,9,22,1
52,53,75,21,1
52,53,117,3,1
53,54,84,96,1
53,54,86,21,1
53,54,78,36,1
53,54,21,105,1
53,54,79,81,1
53,54,3,109,1
53,54,119,15,1
53,54,117,90,1
54,55,84,16,1
54,55,93,2,1
54,55,52,110,1
54,55,14,62,1
54,55,56,25,1
54,55,76,81,1
54,55,84,79,1
54,55,114,103,1
55,56,64,33,1
55,56,91,34,1
55,56,117,3,1
55,56,10,29,1
55,56,27,57,1
55,56,78,45,1
55,56,37,0,1
55,56,117,39,1
56,57,62,32,1
56,57,117,3,1
56,57,96,22,1
56,57,118,89,1
56,57,62,111,1
56,57,40,64,1
56,57,78,76,1
56,57,9,80,1
57,58,15,119,1
57,58,22,28,1
57,58,62,104,1
57,58,98,26,1
57,58,68,60,1
57,58,47,60,1
57,58,104,62,1
57,58,83,88,1
58,59,55,76,1
58,59,46,102,1
58,59,116,43,1
58,59,88,4,1
58,59,50,95,1
58,59,116,63,1
58,59,72,98,1
58,59,5,111,1
59,60,28,22,1
59,60,16,32,1
59,60,114,105,1
59,60,14,58,1
59,60,12,0,1
59,60,20,41,1
59,60,53,106,1
59,60,61,28,1
60,61,88,83,1
60,61,108,10,1
60,61,66,55,1
60,61,117,5,1
60,61,26,68,1
60,61,105,114,1
