t-1,t,Source Node,Destination Node,Batch size
-1,0,99,37,1
-1,0,94,115,1
-1,0,35,86,1
-1,0,55,113,1
-1,0,65,40,1
-1,0,33,15,1
-1,0,105,63,1
-1,0,77,33,1
0,1,33,8,1
0,1,115,94,1
0,1,87,42,1
0,1,69,107,1
0,1,102,64,1
0,1,76,73,1
0,1,87,106,1
0,1,2,49,1
1,2,84,15,1
1,2,85,80,1
1,2,33,36,1
1,2,110,41,1
1,2,83,91,1
1,2,56,10,1
1,2,45,3,1
1,2,33,15,1
2,3,37,99,1
2,3,104,13,1
2,3,26,100,1
2,3,69,93,1
2,3,35,34,1
2,3,10,93,1
2,3,49,20,1
2,3,69,107,1
3,4,84,77,1
3,4,103,43,1
3,4,104,13,1
3,4,119,112,1
3,4,92,45,1
3,4,66,98,1
3,4,11,16,1
3,4,27,60,1
4,5,74,45,1
4,5,12,76,1
4,5,113,9,1
4,5,79,4,1
4,5,75,104,1
4,5,52,7,1
4,5,13,104,1
4,5,75,104,1
5,6,25,30,1
5,6,17,104,1
5,6,1,8,1
5,6,91,111,1
5,6,117,9,1
5,6,90,6,1
5,6,93,10,1
5,6,47,103,1
6,7,12,16,1
6,7,16,11,1
6,7,107,33,1
6,7,8,32,1
6,7,13,96,1
6,7,37,103,1
6,7,93,10,1
6,7,49,8,1
7,8,92,45,1
7,8,35,34,1
7,8,81,35,1
7,8,77,97,1
7,8,117,9,1
7,8,85,70,1
7,8,117,5,1
7,8,15,54,1
8,9,7,51,1
8,9,10,35,1
8,9,97,60,1
8,9,4,12,1
8,9,98,66,1
8,9,113,55,1
8,9,76,66,1
8,9,49,8,1
9,10,81,82,1
9,10,115,28,1
9,10,16,11,1
9,10,84,15,1
9,10,103,37,1
9,10,92,45,1
9,10,57,15,1
9,10,47,30,1
10,11,74,47,1
10,11,10,44,1
10,11,90,6,1
10,11,85,80,1
10,11,83,75,1
10,11,4,76,1
10,11,25,24,1
10,11,35,86,1
11,12,82,77,1
11,12,82,77,1
11,12,70,29,1
11,12,77,33,1
11,12,98,66,1
11,12,82,23,1
11,12,103,63,1
11,12,70,20,1
12,13,72,82,1
12,13,34,63,1
12,13,73,34,1
12,13,36,75,1
12,13,31,5,1
12,13,86,72,1
12,13,60,27,1
12,13,77,33,1
13,14,43,119,1
13,14,31,68,1
13,14,20,70,1
13,14,70,29,1
13,14,10,102,1
13,14,10,44,1
13,14,110,111,1
13,14,4,63,1
14,15,67,73,1
14,15,108,70,1
14,15,28,115,1
14,15,2,119,1
14,15,55,33,1
14,15,60,97,1
14,15,79,26,1
14,15,73,76,1
15,16,62,80,1
15,16,83,75,1
15,16,36,33,1
15,16,110,6,1
15,16,59,3,1
15,16,15,33,1
15,16,110,111,1
15,16,9,113,1
16,17,23,82,1
16,17,9,113,1
16,17,26,102,1
16,17,99,37,1
16,17,11,106,1
16,17,81,35,1
16,17,79,4,1
16,17,63,71,1
17,18,30,98,1
17,18,87,66,1
17,18,43,101,1
17,18,104,75,1
17,18,97,113,1
17,18,15,57,1
17,18,41,67,1
17,18,52,7,1
18,19,11,30,1
18,19,41,64,1
18,19,12,4,1
18,19,40,65,1
18,19,11,106,1
18,19,91,17,1
18,19,97,9,1
18,19,107,33,1
19,20,31,5,1
19,20,44,10,1
19,20,74,37,1
19,20,111,91,1
19,20,81,56,1
19,20,56,111,1
19,20,52,61,1
19,20,34,4,1
20,21,30,75,1
20,21,102,42,1
20,21,54,20,1
20,21,72,86,1
20,21,111,41,1
20,21,119,112,1
