t-1,t,Source Node,Destination Node,Batch size
-1,0,0,30,1
-1,0,83,27,1
-1,0,79,85,1
-1,0,70,40,1
-1,0,100,117,1
-1,0,49,4,1
-1,0,27,113,1
-1,0,117,100,1
0,1,70,40,1
0,1,54,89,1
0,1,91,89,1
0,1,112,26,1
0,1,79,50,1
0,1,98,99,1
0,1,92,63,1
0,1,33,79,1
1,2,114,49,1
1,2,5,21,1
1,2,81,38,1
1,2,8,0,1
1,2,36,19,1
1,2,75,76,1
1,2,79,85,1
1,2,32,119,1
2,3,117,115,1
2,3,31,99,1
2,3,83,92,1
2,3,37,70,1
2,3,58,65,1
2,3,10,22,1
2,3,104,110,1
2,3,99,10,1
3,4,80,86,1
3,4,21,112,1
3,4,74,92,1
3,4,28,18,1
3,4,58,102,1
3,4,19,33,1
3,4,19,37,1
3,4,86,77,1
4,5,29,63,1
4,5,91,112,1
4,5,85,119,1
4,5,90,87,1
4,5,37,4,1
4,5,57,79,1
4,5,100,28,1
4,5,33,32,1
5,6,12,71,1
5,6,84,19,1
5,6,61,76,1
5,6,22,0,1
5,6,81,21,1
5,6,10,99,1
5,6,11,73,1
5,6,112,91,1
6,7,29,61,1
6,7,66,84,1
6,7,53,6,1
6,7,102,88,1
6,7,32,1,1
6,7,0,22,1
6,7,22,114,1
6,7,22,114,1
7,8,0,44,1
7,8,85,64,1
7,8,114,24,1
7,8,57,85,1
7,8,78,102,1
7,8,67,17,1
7,8,19,33,1
7,8,61,40,1
8,9,60,110,1
8,9,102,88,1
8,9,61,40,1
8,9,50,93,1
8,9,1,37,1
8,9,84,106,1
8,9,107,44,1
8,9,86,88,1
9,10,85,79,1
9,10,83,27,1
9,10,58,11,1
9,10,72,18,1
9,10,115,117,1
9,10,15,53,1
9,10,33,38,1
9,10,60,110,1
10,11,11,89,1
10,11,55,24,1
10,11,51,98,1
10,11,13,50,1
10,11,61,24,1
10,11,58,26,1
10,11,91,112,1
10,11,69,30,1
11,12,27,37,1
11,12,101,14,1
11,12,28,11,1
11,12,114,24,1
11,12,48,10,1
11,12,99,98,1
11,12,11,28,1
11,12,96,5,1
12,13,94,80,1
12,13,0,79,1
12,13,2,110,1
12,13,30,0,1
12,13,78,96,1
12,13,102,26,1
12,13,48,10,1
12,13,24,61,1
13,14,19,33,1
13,14,34,111,1
13,14,22,10,1
13,14,13,99,1
13,14,113,27,1
13,14,30,0,1
13,14,77,12,1
13,14,23,40,1
14,15,10,48,1
14,15,97,118,1
14,15,30,69,1
14,15,101,14,1
14,15,85,119,1
14,15,97,118,1
14,15,80,86,1
14,15,11,43,1
15,16,26,58,1
15,16,5,54,1
15,16,97,84,1
15,16,31,99,1
15,16,1,65,1
15,16,65,97,1
15,16,101,90,1
15,16,81,21,1
16,17,112,21,1
16,17,106,83,1
16,17,111,52,1
16,17,81,12,1
16,17,95,67,1
16,17,11,100,1
16,17,36,21,1
16,17,44,6,1
17,18,106,37,1
17,18,18,28,1
17,18,96,5,1
17,18,32,1,1
17,18,50,13,1
17,18,69,62,1
17,18,101,94,1
17,18,42,99,1
18,19,21,81,1
18,19,18,72,1
18,19,10,33,1
18,19,18,28,1
18,19,32,93,1
18,19,37,3,1
18,19,6,53,1
18,19,24,76,1
19,20,33,32,1
19,20,45,101,1
19,20,52,82,1
19,20,73,37,1
19,20,89,91,1
19,20,100,114,1
19,20,27,37,1
19,20,34,49,1
20,21,30,69,1
20,21,30,35,1
20,21,108,85,1
20,21,41,69,1
20,21,119,7,1
20,21,50,13,1
20,21,20,57,1
20,21,33,32,1
21,22,34,68,1
21,22,86,77,1
21,22,90,87,1
21,22,85,119,1
21,22,68,34,1
21,22,79,57,1
21,22,97,84,1
21,22,73,16,1
22,23,44,0,1
22,23,90,45,1
22,23,69,30,1
22,23,21,36,1
22,23,102,88,1
22,23,49,72,1
22,23,81,12,1
22,23,69,14,1
23,24,11,43,1
23,24,119,20,1
23,24,40,55,1
23,24,1,37,1
23,24,14,94,1
23,24,117,115,1
23,24,44,0,1
23,24,100,84,1
24,25,94,101,1
24,25,91,38,1
24,25,40,55,1
24,25,10,32,1
24,25,78,89,1
24,25,11,89,1
24,25,14,69,1
24,25,119,85,1
25,26,49,23,1
25,26,24,76,1
25,26,5,30,1
25,26,40,55,1
25,26,20,35,1
25,26,24,55,1
25,26,83,92,1
25,26,99,26,1
26,27,63,92,1
26,27,25,118,1
26,27,114,22,1
26,27,88,102,1
26,27,27,37,1
26,27,94,14,1
26,27,91,89,1
26,27,111,52,1
27,28,99,98,1
27,28,95,67,1
27,28,62,109,1
27,28,24,114,1
27,28,30,17,1
27,28,32,1,1
27,28,38,81,1
27,28,10,32,1
28,29,49,39,1
28,29,104,110,1
28,29,75,88,1
28,29,97,111,1
28,29,73,11,1
28,29,70,40,1
28,29,45,15,1
28,29,60,110,1
29,30,107,44,1
29,30,19,37,1
29,30,5,30,1
29,30,76,61,1
29,30,97,76,1
29,30,69,14,1
29,30,76,75,1
29,30,1,43,1
30,31,14,94,1
30,31,112,13,1
30,31,38,91,1
30,31,82,51,1
30,31,78,47,1
30,31,40,18,1
30,31,99,42,1
30,31,85,64,1
31,32,101,88,1
31,32,98,51,1
31,32,14,69,1
31,32,21,1,1
31,32,57,41,1
31,32,97,76,1
31,32,79,0,1
31,32,37,4,1
32,33,18,72,1
32,33,111,52,1
32,33,40,23,1
32,33,79,33,1
32,33,5,47,1
32,33,0,8,1
32,33,109,62,1
32,33,24,61,1
33,34,27,83,1
33,34,29,63,1
33,34,4,37,1
33,34,44,107,1
33,34,75,76,1
33,34,19,8,1
33,34,26,102,1
33,34,100,84,1
34,35,27,113,1
34,35,67,95,1
34,35,73,11,1
34,35,98,36,1
34,35,82,34,1
34,35,5,21,1
34,35,45,15,1
34,35,58,11,1
35,36,99,98,1
35,36,12,106,1
35,36,114,24,1
35,36,27,83,1
35,36,40,61,1
35,36,76,84,1
35,36,49,23,1
35,36,81,38,1
36,37,97,118,1
36,37,118,97,1
36,37,109,62,1
36,37,67,17,1
36,37,111,105,1
36,37,109,62,1
36,37,104,110,1
36,37,61,70,1
37,38,55,40,1
37,38,51,98,1
37,38,94,14,1
37,38,88,75,1
37,38,53,6,1
37,38,0,30,1
37,38,118,97,1
37,38,13,106,1
38,39,119,20,1
38,39,8,0,1
38,39,53,6,1
38,39,13,89,1
38,39,81,21,1
38,39,73,51,1
38,39,92,74,1
38,39,22,76,1
39,40,28,76,1
39,40,36,21,1
39,40,62,109,1
39,40,93,79,1
39,40,58,118,1
39,40,78,96,1
39,40,104,110,1
39,40,106,84,1
40,41,29,66,1
40,41,58,26,1
40,41,17,30,1
40,41,79,33,1
40,41,80,86,1
40,41,82,58,1
40,41,50,93,1
40,41,5,30,1
41,42,86,88,1
41,42,83,106,1
41,42,52,117,1
41,42,62,107,1
41,42,78,96,1
41,42,117,52,1
41,42,71,12,1
41,42,24,55,1
42,43,19,8,1
42,43,13,112,1
42,43,66,29,1
42,43,70,61,1
42,43,99,42,1
42,43,29,11,1
42,43,82,58,1
42,43,118,58,1
43,44,28,100,1
43,44,10,75,1
43,44,42,98,1
43,44,82,58,1
43,44,80,94,1
43,44,5,21,1
43,44,100,11,1
43,44,79,85,1
44,45,70,114,1
44,45,84,66,1
44,45,33,10,1
44,45,44,0,1
44,45,11,43,1
44,45,40,61,1
44,45,31,99,1
44,45,40,55,1
45,46,95,67,1
45,46,106,37,1
45,46,27,37,1
45,46,21,5,1
45,46,37,10,1
45,46,54,89,1
45,46,29,66,1
45,46,93,32,1
46,47,110,104,1
46,47,19,37,1
46,47,40,70,1
46,47,15,53,1
46,47,80,94,1
46,47,0,15,1
46,47,57,79,1
46,47,15,53,1
47,48,89,78,1
47,48,29,11,1
47,48,29,61,1
47,48,114,70,1
47,48,73,51,1
47,48,52,117,1
47,48,54,5,1
47,48,57,33,1
48,49,62,69,1
48,49,0,15,1
48,49,11,78,1
48,49,101,45,1
48,49,15,53,1
48,49,101,45,1
48,49,40,61,1
48,49,76,75,1
49,50,48,21,1
49,50,32,33,1
49,50,50,93,1
49,50,29,63,1
49,50,19,33,1
49,50,63,92,1
49,50,21,112,1
49,50,78,11,1
50,51,63,92,1
50,51,11,117,1
50,51,29,63,1
50,51,52,111,1
50,51,112,60,1
50,51,23,40,1
50,51,21,36,1
50,51,119,85,1
51,52,59,113,1
51,52,36,98,1
51,52,39,49,1
51,52,113,27,1
51,52,84,76,1
51,52,33,79,1
51,52,62,69,1
51,52,94,101,1
52,53,44,0,1
52,53,62,85,1
52,53,13,112,1
52,53,99,74,1
52,53,51,98,1
52,53,89,78,1
52,53,79,93,1
52,53,22,76,1
53,54,20,119,1
53,54,97,76,1
53,54,79,50,1
53,54,5,47,1
53,54,64,85,1
53,54,92,63,1
53,54,76,97,1
53,54,118,58,1
54,55,8,0,1
54,55,13,21,1
54,55,73,16,1
54,55,3,50,1
54,55,97,111,1
54,55,13,21,1
54,55,12,81,1
54,55,37,73,1
55,56,4,37,1
55,56,55,40,1
55,56,82,58,1
55,56,22,114,1
55,56,91,112,1
55,56,80,94,1
55,56,5,54,1
55,56,28,11,1
56,57,7,3,1
56,57,78,89,1
56,57,11,73,1
56,57,96,78,1
56,57,5,30,1
56,57,48,41,1
56,57,85,119,1
56,57,10,75,1
57,58,119,20,1
57,58,60,112,1
57,58,103,90,1
57,58,84,66,1
57,58,79,93,1
57,58,19,33,1
57,58,65,1,1
57,58,76,22,1
58,59,20,119,1
58,59,113,27,1
58,59,22,0,1
58,59,50,93,1
58,59,12,106,1
58,59,53,6,1
58,59,12,106,1
58,59,86,88,1
59,60,78,11,1
59,60,8,19,1
59,60,84,112,1
59,60,35,20,1
59,60,57,85,1
59,60,69,30,1
59,60,67,17,1
59,60,111,97,1
60,61,3,37,1
60,61,49,23,1
60,61,40,70,1
60,61,85,119,1
60,61,88,102,1
60,61,62,109,1
60,61,98,51,1
60,61,48,41,1
61,62,110,104,1
61,62,79,85,1
61,62,75,118,1
61,62,79,93,1
61,62,6,44,1
