t-1,t,Source Node,Destination Node,Batch size
-1,0,33,105,1
-1,0,105,45,1
-1,0,4,72,1
-1,0,17,28,1
-1,0,87,33,1
-1,0,25,52,1
-1,0,81,101,1
-1,0,105,33,1
0,1,115,105,1
0,1,51,21,1
0,1,27,57,1
0,1,65,32,1
0,1,22,115,1
0,1,105,45,1
0,1,48,34,1
0,1,98,3,1
1,2,116,10,1
1,2,96,114,1
1,2,114,41,1
1,2,94,76,1
1,2,100,84,1
1,2,18,98,1
1,2,105,94,1
1,2,59,69,1
2,3,44,62,1
2,3,1,116,1
2,3,108,82,1
2,3,22,6,1
2,3,4,105,1
2,3,104,6,1
2,3,20,52,1
2,3,7,119,1
3,4,43,7,1
3,4,12,111,1
3,4,56,91,1
3,4,29,51,1
3,4,80,29,1
3,4,103,13,1
3,4,69,33,1
3,4,114,96,1
4,5,103,43,1
4,5,9,5,1
4,5,65,32,1
4,5,80,69,1
4,5,65,94,1
4,5,56,101,1
4,5,82,73,1
4,5,71,105,1
5,6,48,14,1
5,6,104,64,1
5,6,114,96,1
5,6,43,55,1
5,6,68,91,1
5,6,6,46,1
5,6,24,70,1
5,6,36,19,1
6,7,36,71,1
6,7,13,103,1
6,7,10,116,1
6,7,119,4,1
6,7,105,23,1
6,7,116,1,1
6,7,91,68,1
6,7,48,110,1
7,8,65,21,1
7,8,73,4,1
7,8,86,105,1
7,8,25,5,1
7,8,29,51,1
7,8,17,13,1
7,8,109,87,1
7,8,23,69,1
8,9,114,87,1
8,9,4,72,1
8,9,82,84,1
8,9,33,88,1
8,9,78,94,1
8,9,39,27,1
8,9,116,91,1
8,9,104,64,1
9,10,23,75,1
9,10,51,16,1
9,10,80,82,1
9,10,102,105,1
9,10,105,45,1
9,10,72,4,1
9,10,52,15,1
9,10,105,93,1
10,11,94,38,1
10,11,87,114,1
10,11,37,9,1
10,11,45,37,1
10,11,18,98,1
10,11,52,20,1
10,11,82,28,1
10,11,11,1,1
11,12,3,55,1
11,12,111,12,1
11,12,50,103,1
11,12,13,93,1
11,12,95,12,1
11,12,109,43,1
11,12,39,2,1
11,12,21,65,1
12,13,105,102,1
12,13,15,52,1
12,13,116,83,1
12,13,19,36,1
12,13,38,106,1
12,13,108,101,1
12,13,72,4,1
12,13,33,43,1
13,14,106,102,1
13,14,33,8,1
13,14,24,109,1
13,14,103,13,1
13,14,100,84,1
13,14,68,91,1
13,14,15,49,1
13,14,3,65,1
14,15,13,7,1
14,15,96,90,1
14,15,36,19,1
14,15,18,71,1
14,15,51,16,1
14,15,40,0,1
14,15,45,37,1
14,15,93,105,1
15,16,11,99,1
15,16,100,98,1
15,16,80,29,1
15,16,112,63,1
15,16,32,97,1
15,16,33,88,1
15,16,116,96,1
15,16,93,13,1
16,17,37,22,1
16,17,40,84,1
16,17,113,4,1
16,17,4,105,1
16,17,43,24,1
16,17,28,13,1
16,17,71,18,1
16,17,18,98,1
17,18,56,115,1
17,18,101,56,1
17,18,73,55,1
17,18,54,12,1
17,18,36,3,1
17,18,118,33,1
17,18,65,21,1
17,18,111,117,1
18,19,58,33,1
18,19,27,57,1
18,19,54,12,1
18,19,46,47,1
18,19,103,83,1
18,19,96,116,1
18,19,51,29,1
18,19,98,45,1
19,20,97,32,1
19,20,3,36,1
19,20,27,39,1
19,20,97,32,1
19,20,43,116,1
19,20,54,12,1
19,20,7,119,1
19,20,100,111,1
20,21,24,70,1
20,21,44,57,1
20,21,89,48,1
20,21,67,25,1
20,21,94,107,1
20,21,22,115,1
20,21,5,9,1
20,21,72,8,1
21,22,1,116,1
21,22,64,13,1
21,22,82,84,1
21,22,58,91,1
21,22,103,50,1
21,22,82,80,1
21,22,103,68,1
21,22,58,33,1
22,23,17,13,1
22,23,83,116,1
22,23,8,33,1
22,23,64,74,1
22,23,6,58,1
22,23,94,78,1
22,23,6,46,1
22,23,114,87,1
23,24,91,44,1
23,24,109,69,1
23,24,88,25,1
23,24,31,7,1
23,24,3,98,1
23,24,89,48,1
23,24,43,109,1
23,24,69,33,1
24,25,116,96,1
24,25,73,55,1
24,25,72,26,1
24,25,25,88,1
24,25,18,76,1
24,25,109,24,1
24,25,22,37,1
24,25,25,5,1
25,26,4,113,1
25,26,41,114,1
25,26,101,108,1
25,26,114,32,1
25,26,78,21,1
25,26,14,48,1
25,26,80,29,1
25,26,102,105,1
26,27,116,43,1
26,27,93,119,1
26,27,51,72,1
26,27,72,26,1
26,27,42,101,1
26,27,64,82,1
26,27,62,50,1
26,27,6,56,1
27,28,12,95,1
27,28,18,98,1
27,28,11,99,1
27,28,63,40,1
27,28,82,28,1
27,28,63,12,1
27,28,43,76,1
27,28,72,4,1
28,29,0,55,1
28,29,1,11,1
28,29,33,105,1
28,29,105,94,1
28,29,44,87,1
28,29,21,78,1
28,29,80,33,1
28,29,81,53,1
29,30,9,5,1
29,30,80,82,1
29,30,33,80,1
29,30,7,43,1
29,30,11,1,1
29,30,114,101,1
29,30,44,87,1
29,30,98,100,1
30,31,103,44,1
30,31,91,44,1
30,31,17,13,1
30,31,52,25,1
30,31,82,84,1
30,31,101,8,1
30,31,102,106,1
30,31,8,76,1
31,32,13,17,1
31,32,64,104,1
31,32,15,52,1
31,32,109,87,1
31,32,26,102,1
31,32,105,86,1
31,32,9,103,1
31,32,5,25,1
32,33,13,17,1
32,33,78,21,1
32,33,3,65,1
32,33,57,114,1
32,33,9,5,1
32,33,51,94,1
32,33,51,101,1
32,33,71,105,1
33,34,102,106,1
33,34,109,43,1
33,34,7,31,1
33,34,111,93,1
33,34,103,50,1
33,34,65,21,1
33,34,44,56,1
33,34,24,26,1
34,35,114,87,1
34,35,40,97,1
34,35,3,98,1
34,35,65,76,1
34,35,12,111,1
34,35,1,44,1
34,35,106,38,1
34,35,93,119,1
35,36,46,53,1
35,36,97,40,1
35,36,25,67,1
35,36,6,22,1
35,36,48,89,1
35,36,39,27,1
35,36,65,94,1
35,36,4,73,1
36,37,7,31,1
36,37,57,27,1
36,37,57,114,1
36,37,43,103,1
36,37,18,71,1
36,37,94,51,1
36,37,28,82,1
36,37,21,51,1
37,38,43,76,1
37,38,24,87,1
37,38,71,18,1
37,38,49,15,1
37,38,103,83,1
37,38,73,17,1
37,38,76,78,1
37,38,69,33,1
38,39,112,73,1
38,39,25,11,1
38,39,91,68,1
38,39,12,95,1
38,39,115,42,1
38,39,70,24,1
38,39,65,3,1
38,39,103,83,1
