t-1,t,Source Node,Destination Node,Batch size
-1,0,92,101,1
-1,0,4,93,1
-1,0,63,81,1
-1,0,15,62,1
-1,0,98,36,1
-1,0,12,112,1
-1,0,9,99,1
-1,0,25,48,1
0,1,65,58,1
0,1,39,113,1
0,1,7,0,1
0,1,81,18,1
0,1,29,72,1
0,1,78,106,1
0,1,67,9,1
0,1,45,34,1
1,2,46,37,1
1,2,81,63,1
1,2,58,53,1
1,2,79,104,1
1,2,108,49,1
1,2,80,106,1
1,2,71,19,1
1,2,79,55,1
2,3,27,58,1
2,3,56,31,1
2,3,25,92,1
2,3,46,37,1
2,3,7,37,1
2,3,89,96,1
2,3,101,18,1
2,3,32,87,1
3,4,99,6,1
3,4,57,18,1
3,4,101,92,1
3,4,119,105,1
3,4,68,53,1
3,4,5,94,1
3,4,83,18,1
3,4,60,0,1
4,5,111,99,1
4,5,84,60,1
4,5,39,64,1
4,5,40,82,1
4,5,10,50,1
4,5,25,48,1
4,5,11,107,1
4,5,66,58,1
5,6,87,1,1
5,6,37,7,1
5,6,24,86,1
5,6,108,102,1
5,6,108,60,1
5,6,10,56,1
5,6,115,41,1
5,6,37,108,1
6,7,16,43,1
6,7,67,49,1
6,7,64,39,1
6,7,100,67,1
6,7,57,78,1
6,7,94,5,1
6,7,24,78,1
6,7,6,69,1
7,8,99,111,1
7,8,97,22,1
7,8,3,33,1
7,8,114,104,1
7,8,40,82,1
7,8,0,41,1
7,8,115,100,1
7,8,117,57,1
8,9,105,11,1
8,9,97,13,1
8,9,24,78,1
8,9,2,45,1
8,9,72,85,1
8,9,98,6,1
8,9,82,84,1
8,9,8,38,1
9,10,107,11,1
9,10,49,7,1
9,10,41,12,1
9,10,61,80,1
9,10,3,83,1
9,10,57,78,1
9,10,119,89,1
9,10,6,99,1
10,11,7,37,1
10,11,76,17,1
10,11,61,3,1
10,11,28,8,1
10,11,47,81,1
10,11,56,10,1
10,11,83,113,1
10,11,37,81,1
11,12,20,42,1
11,12,49,108,1
11,12,82,33,1
11,12,72,116,1
11,12,107,40,1
11,12,82,33,1
11,12,81,63,1
11,12,60,10,1
12,13,61,80,1
12,13,78,46,1
12,13,39,64,1
12,13,103,71,1
12,13,70,114,1
12,13,5,72,1
12,13,118,106,1
12,13,7,94,1
13,14,33,3,1
13,14,80,102,1
13,14,62,29,1
13,14,8,28,1
13,14,1,25,1
13,14,32,103,1
13,14,85,119,1
13,14,7,115,1
14,15,60,10,1
14,15,84,105,1
14,15,1,98,1
14,15,60,91,1
14,15,8,38,1
14,15,49,23,1
14,15,64,2,1
14,15,52,77,1
15,16,23,49,1
15,16,84,3,1
15,16,119,1,1
15,16,93,9,1
15,16,27,101,1
15,16,87,10,1
15,16,0,7,1
15,16,59,65,1
16,17,99,111,1
16,17,111,96,1
16,17,60,84,1
16,17,49,23,1
16,17,21,38,1
16,17,57,78,1
16,17,70,6,1
16,17,82,40,1
17,18,57,78,1
17,18,98,73,1
17,18,26,27,1
17,18,39,64,1
17,18,59,65,1
17,18,46,37,1
17,18,26,27,1
17,18,94,61,1
18,19,102,98,1
18,19,93,41,1
