0,86
1,50
2,76
3,76
4,42
5,80
6,84
7,44
8,56
9,74
10,86
11,72
12,62
13,62
14,60
15,86
16,94
17,72
18,54
19,88
20,70
21,42
22,88
23,34
24,74
25,90
26,44
27,60
28,56
29,54
30,78
31,98
32,24
33,70
34,74
35,98
36,78
37,88
38,48
39,54
40,70
41,70
42,104
43,82
44,46
45,54
46,94
47,52
48,80
49,56
50,78
51,64
52,76
53,50
54,86
55,98
56,66
57,48
58,84
59,76
60,62
61,62
62,70
63,48
64,52
65,118
66,56
67,82
68,66
69,70
70,50
71,78
72,66
73,42
74,80
75,80
76,62
77,52
78,98
79,54
80,66
81,66
82,74
83,60
84,56
85,72
86,98
87,68
88,86
89,50
90,40
91,82
92,34
93,60
94,60
95,80
96,104
97,92
98,56
99,86
100,104
101,78
102,76
103,96
104,44
105,82
106,50
107,72
108,94
109,38
110,70
111,60
112,94
113,60
114,50
115,58
116,66
117,46
118,92
119,52
120,54
121,112
122,54
123,56
124,104
125,48
126,64
127,80
128,70
129,76
130,56
131,82
132,98
133,48
134,38
135,88
136,54
137,40
138,94
139,88
140,54
141,50
142,46
143,80
144,56
145,56
146,70
147,72
148,86
149,60
150,76
151,74
152,48
153,102
154,66
155,82
156,56
157,96
158,70
159,68
160,50
161,58
162,58
163,64
164,66
165,100
166,32
167,82
168,36
169,68
170,72
171,76
172,84
173,72
174,60
175,86
176,64
177,56
178,80
179,78
180,78
181,54
182,38
183,68
184,58
185,58
186,76
187,70
188,40
189,56
190,78
191,90
192,54
193,58
194,62
195,64
196,60
197,70
198,52
199,64
200,78
201,78
202,60
203,42
204,90
205,56
206,60
207,54
208,54
209,74
210,62
211,48
212,88
213,46
214,86
215,72
216,100
217,76
218,56
219,76
220,72
221,86
222,38
223,48
224,72
225,72
226,78
227,56
228,58
229,46
230,102
231,84
232,38
233,66
234,46
235,56
236,44
237,46
238,78
239,80
240,68
241,104
242,64
243,74
244,98
245,24
246,96
247,74
248,98
249,82
250,72
251,56
252,76
253,50
254,60
255,92
256,66
257,40
258,70
259,58
260,38
261,66
262,44
263,64
264,66
265,64
266,40
267,52
268,52
269,64
270,124
271,72
272,68
273,52
274,54
275,80
276,84
277,72
278,40
279,58
280,72
281,32
282,88
283,52
284,48
285,48
286,78
287,54
288,80
289,64
290,26
291,54
292,72
293,80
294,36
295,70
296,86
297,44
298,76
299,42
300,46
301,62
302,80
303,70
304,56
305,70
306,56
307,66
308,44
309,32
310,72
311,70
312,52
313,66
314,66
315,60
316,80
317,68
318,44
319,46
320,92
321,68
322,90
323,46
324,68
325,108
326,72
327,78
328,88
329,62
330,76
331,44
332,56
333,66
334,40
335,90
336,40
337,52
338,58
339,52
340,50
341,64
342,46
343,54
344,94
345,80
346,56
347,44
348,80
349,70
350,48
351,72
352,34
353,84
354,62
355,86
356,38
357,34
358,82
359,88
360,86
361,90
362,46
363,70
364,56
365,42
366,74
367,40
368,74
369,50
370,46
371,72
372,70
373,78
374,76
375,46
376,62
377,52
378,78
379,70
380,56
