0,96
1,36
2,80
3,104
4,88
5,66
6,114
7,74
8,76
9,60
10,82
11,68
12,108
13,52
14,76
15,66
16,68
17,64
18,42
19,66
20,78
21,70
22,48
23,92
24,68
25,90
26,70
27,80
28,70
29,94
30,90
31,98
32,46
33,102
34,34
35,86
36,22
37,56
38,96
39,86
40,94
41,76
42,62
43,68
44,74
45,86
46,54
47,78
48,98
49,72
50,64
51,92
52,86
53,106
54,70
55,70
56,104
57,74
58,82
59,68
60,72
61,66
62,100
63,96
64,60
65,84
66,86
67,78
68,42
69,56
70,76
71,100
72,42
73,108
74,66
75,70
76,76
77,86
78,68
79,34
80,88
81,60
82,48
83,46
84,116
85,90
86,104
87,112
88,62
89,42
90,70
91,48
92,52
93,64
94,114
95,72
96,38
97,52
98,68
99,98
100,42
101,56
102,54
103,80
104,64
105,62
106,114
107,58
108,48
109,84
110,66
111,90
112,78
113,86
114,62
115,54
116,50
117,46
118,50
119,30
120,90
121,100
122,70
123,50
124,72
125,112
126,40
127,62
128,34
129,44
130,62
131,64
132,68
133,48
134,40
135,90
136,50
137,50
138,82
139,78
140,76
141,34
142,46
143,72
144,66
145,56
146,90
147,72
148,78
149,72
150,82
151,82
152,78
153,56
154,48
155,88
156,78
157,114
158,76
159,40
160,82
161,48
162,64
163,66
164,80
165,60
166,88
167,64
168,36
169,86
170,68
171,114
172,62
173,50
174,80
175,64
176,92
177,64
178,64
179,38
180,68
181,38
182,96
183,54
184,68
185,76
186,36
187,56
188,74
189,70
190,76
191,68
192,54
193,52
194,92
195,66
196,64
197,54
198,56
199,94
200,62
201,74
202,88
203,50
204,94
205,62
206,62
207,98
208,70
209,70
210,76
211,58
212,88
213,112
214,80
215,86
216,76
217,44
218,108
219,58
220,60
221,64
222,62
223,34
224,58
225,80
226,48
227,14
228,78
229,58
230,86
231,56
232,108
233,66
234,84
235,52
236,62
237,56
238,86
239,56
240,110
241,66
242,72
243,90
244,60
245,90
246,52
247,56
248,76
249,66
250,76
251,90
252,92
253,66
254,98
255,70
256,114
257,60
258,66
259,46
260,98
261,88
262,86
263,76
264,68
265,62
266,100
267,100
268,112
269,50
270,86
271,50
272,78
273,52
274,66
275,54
276,78
277,56
278,84
279,82
280,70
281,60
282,32
283,46
284,52
285,56
286,90
287,32
288,58
289,62
290,16
291,52
292,110
293,72
294,68
295,70
296,72
297,106
298,82
299,74
300,92
301,56
302,72
303,54
304,62
305,92
306,36
307,86
308,80
309,100
310,78
311,80
312,62
313,54
314,80
315,48
316,106
317,60
318,70
319,70
320,76
321,90
322,84
323,82
324,76
325,92
326,76
327,48
328,90
329,50
330,116
331,90
332,110
333,44
334,74
335,70
336,82
337,72
338,62
339,80
340,90
341,80
342,56
343,78
344,46
345,84
346,92
347,80
348,34
349,66
350,28
351,76
352,24
353,96
354,108
355,50
356,42
357,78
358,50
359,36
360,44
361,90
362,80
363,20
364,80
365,64
366,46
367,72
368,30
369,88
370,42
371,54
372,78
373,54
374,30
375,86
376,90
377,58
378,54
379,72
380,56
381,88
382,64
383,82
384,68
385,48
386,64
387,40
388,60
389,76
390,42
391,68
392,40
393,78
394,94
395,62
396,40
397,58
398,98
399,68
400,36
401,90
402,74
403,26
404,100
405,64
406,74
407,86
408,70
409,96
410,64
411,62
412,76
413,82
414,54
415,68
416,58
417,78
418,108
419,58
420,88
421,100
422,90
423,44
424,72
425,64
426,114
427,80
428,58
429,100
430,42
431,104
432,42
433,44
434,44
435,44
436,100
437,50
438,62
439,94
440,94
441,88
442,68
443,62
444,70
445,66
446,60
447,44
448,98
449,72
450,68
451,58
452,84
453,50
454,54
455,36
456,44
457,88
458,76
459,44
460,52
461,60
462,96
463,48
464,50
465,50
466,38
467,76
468,54
469,86
470,66
471,66
472,78
473,56
474,74
475,88
476,58
477,104
478,66
479,84
480,86
481,66
482,62
483,80
484,62
485,82
486,50
487,64
488,72
489,66
490,64
491,100
492,86
493,88
494,48
495,60
496,48
497,68
498,40
499,76
500,56
501,62
502,40
503,36
504,64
505,100
506,60
507,70
508,108
509,64
510,34
511,82
512,66
513,106
514,72
515,76
516,92
517,48
518,102
519,68
520,74
521,58
522,48
523,86
524,84
525,66
526,50
527,68
528,74
529,46
530,64
531,68
532,70
533,30
534,34
535,52
536,96
537,90
538,74
539,94
540,36
541,62
542,64
543,56
544,64
545,72
546,80
547,36
548,80
549,86
550,84
551,30
552,78
553,104
554,52
555,90
556,58
557,106
558,88
559,92
560,80
561,72
562,92
563,54
564,108
565,68
566,68
567,68
568,88
569,70
570,70
571,50
572,68
573,72
574,86
575,86
576,80
577,46
578,60
579,60
580,106
581,72
582,80
583,76
584,98
585,72
586,64
587,80
588,66
589,72
590,78
591,88
592,78
593,80
594,70
595,64
596,42
597,82
598,60
599,58
600,42
601,46
602,70
603,50
604,90
605,82
606,46
607,80
608,100
609,82
610,104
611,32
612,88
613,16
614,92
615,50
616,98
617,68
618,52
619,90
620,50
621,88
622,78
623,78
624,78
625,80
626,74
627,58
628,100
629,58
630,56
