-1,0,972,656,1
-1,0,763,683,1
-1,0,1039,916,1
-1,0,171,529,1
-1,0,597,565,1
-1,0,230,563,1
-1,0,217,162,1
-1,0,427,564,1
-1,0,325,431,1
-1,0,439,913,1
-1,0,406,53,1
-1,0,120,617,1
-1,0,397,402,1
-1,0,998,761,1
-1,0,196,789,1
-1,0,828,899,1
-1,0,739,796,1
-1,0,537,48,1
-1,0,272,874,1
-1,0,163,639,1
-1,0,898,220,1
-1,0,350,426,1
-1,0,50,130,1
-1,0,371,4,1
-1,0,320,815,1
-1,0,376,721,1
-1,0,194,557,1
-1,0,650,221,1
-1,0,201,26,1
-1,0,762,215,1
-1,0,503,836,1
-1,0,55,268,1
-1,0,664,996,1
-1,0,474,382,1
-1,0,578,250,1
-1,0,256,517,1
-1,0,699,298,1
-1,0,9,717,1
-1,0,869,251,1
-1,0,733,281,1
-1,0,691,5,1
-1,0,988,1029,1
-1,0,577,776,1
-1,0,484,209,1
-1,0,664,617,1
-1,0,909,332,1
-1,0,940,859,1
-1,0,920,145,1
-1,0,221,345,1
-1,0,822,735,1
-1,0,18,40,1
-1,0,533,149,1
-1,0,929,410,1
-1,0,735,492,1
-1,0,149,423,1
-1,0,684,102,1
-1,0,506,241,1
-1,0,399,359,1
-1,0,718,182,1
-1,0,572,463,1
-1,0,594,994,1
-1,0,205,688,1
-1,0,19,530,1
-1,0,424,395,1
-1,0,359,413,1
-1,0,347,681,1
-1,0,814,616,1
-1,0,630,161,1
-1,0,65,452,1
-1,0,552,1006,1
-1,0,979,271,1
0,1,924,62,1
0,1,949,172,1
0,1,961,944,1
0,1,170,449,1
0,1,612,506,1
0,1,980,289,1
0,1,898,802,1
0,1,419,884,1
0,1,301,620,1
0,1,289,611,1
0,1,903,178,1
0,1,788,526,1
0,1,518,684,1
0,1,402,201,1
0,1,436,831,1
0,1,149,499,1
0,1,288,1000,1
0,1,1037,31,1
0,1,641,776,1
0,1,793,518,1
0,1,477,916,1
0,1,1024,619,1
0,1,702,983,1
0,1,659,725,1
0,1,355,820,1
0,1,414,1012,1
0,1,758,310,1
0,1,364,588,1
0,1,711,159,1
0,1,258,679,1
0,1,558,276,1
0,1,173,176,1
0,1,614,977,1
0,1,796,881,1
0,1,33,874,1
0,1,343,726,1
0,1,95,658,1
0,1,50,543,1
0,1,110,668,1
0,1,239,42,1
0,1,854,185,1
0,1,758,786,1
0,1,157,374,1
0,1,286,294,1
0,1,108,722,1
0,1,893,611,1
0,1,890,5,1
0,1,771,354,1
0,1,592,182,1
0,1,847,660,1
0,1,246,157,1
0,1,355,862,1
0,1,539,701,1
0,1,744,219,1
0,1,387,1003,1
0,1,668,193,1
0,1,84,893,1
0,1,446,175,1
0,1,84,665,1
0,1,861,679,1
0,1,630,528,1
0,1,914,250,1
0,1,316,750,1
0,1,555,551,1
0,1,334,691,1
0,1,647,379,1
0,1,648,33,1
0,1,917,537,1
0,1,315,211,1
0,1,62,276,1
0,1,229,498,1
1,2,305,316,1
1,2,246,445,1
1,2,190,338,1
1,2,632,507,1
1,2,646,106,1
1,2,684,476,1
1,2,609,971,1
1,2,504,1038,1
1,2,1002,251,1
1,2,972,839,1
1,2,827,739,1
1,2,722,593,1
1,2,558,598,1
1,2,868,7,1
1,2,833,767,1
1,2,418,275,1
1,2,36,265,1
1,2,765,141,1
1,2,700,529,1
1,2,798,336,1
1,2,675,805,1
1,2,388,705,1
1,2,282,323,1
1,2,733,813,1
1,2,149,226,1
1,2,69,633,1
1,2,257,874,1
1,2,389,422,1
1,2,760,671,1
1,2,307,812,1
1,2,791,782,1
1,2,569,477,1
1,2,145,663,1
1,2,279,121,1
1,2,861,657,1
1,2,523,26,1
1,2,386,698,1
1,2,203,923,1
1,2,632,864,1
1,2,33,396,1
1,2,479,675,1
1,2,1036,261,1
1,2,692,458,1
1,2,231,791,1
1,2,994,404,1
1,2,516,177,1
1,2,1036,538,1
1,2,490,535,1
1,2,612,114,1
1,2,410,477,1
1,2,629,875,1
1,2,754,900,1
1,2,472,417,1
1,2,345,471,1
1,2,443,729,1
1,2,270,174,1
1,2,653,673,1
1,2,818,621,1
1,2,45,861,1
1,2,391,67,1
1,2,900,669,1
1,2,627,769,1
1,2,93,357,1
1,2,1012,470,1
1,2,550,694,1
1,2,998,479,1
1,2,358,750,1
1,2,930,544,1
1,2,1033,480,1
1,2,1005,360,1
1,2,616,175,1
2,3,645,1038,1
2,3,490,797,1
2,3,638,267,1
2,3,190,82,1
2,3,359,518,1
2,3,51,349,1
2,3,143,928,1
2,3,880,266,1
2,3,381,1034,1
2,3,720,501,1
2,3,281,455,1
2,3,1012,426,1
2,3,739,385,1
2,3,203,593,1
2,3,640,395,1
2,3,287,141,1
2,3,507,187,1
2,3,66,115,1
2,3,749,455,1
2,3,231,853,1
2,3,561,702,1
2,3,996,378,1
2,3,770,983,1
2,3,141,830,1
2,3,355,443,1
2,3,421,237,1
2,3,749,386,1
2,3,646,127,1
2,3,780,436,1
2,3,290,893,1
2,3,303,524,1
2,3,357,835,1
2,3,544,979,1
2,3,184,726,1
2,3,807,81,1
2,3,21,75,1
2,3,912,343,1
2,3,657,827,1
2,3,799,303,1
2,3,564,18,1
2,3,433,386,1
2,3,856,156,1
2,3,67,584,1
2,3,968,712,1
2,3,838,1027,1
2,3,406,726,1
2,3,439,426,1
2,3,295,856,1
2,3,455,749,1
2,3,360,126,1
2,3,994,523,1
2,3,407,51,1
2,3,146,278,1
2,3,422,937,1
2,3,850,560,1
2,3,995,17,1
2,3,45,765,1
2,3,81,45,1
2,3,112,761,1
2,3,182,695,1
2,3,758,924,1
2,3,10,87,1
2,3,397,645,1
2,3,635,705,1
2,3,1021,303,1
2,3,313,520,1
2,3,511,784,1
2,3,143,769,1
2,3,406,209,1
2,3,687,835,1
2,3,102,328,1
3,4,1021,569,1
3,4,736,201,1
3,4,960,809,1
3,4,43,530,1
3,4,581,881,1
3,4,400,904,1
3,4,275,4,1
3,4,191,978,1
3,4,470,663,1
3,4,678,934,1
3,4,579,669,1
3,4,619,388,1
3,4,5,890,1
3,4,858,579,1
3,4,88,703,1
3,4,326,673,1
3,4,516,462,1
3,4,521,417,1
3,4,511,73,1
3,4,537,786,1
3,4,653,378,1
3,4,145,875,1
3,4,439,245,1
3,4,349,70,1
3,4,598,900,1
3,4,800,639,1
3,4,48,487,1
3,4,475,1,1
3,4,682,384,1
3,4,789,328,1
3,4,858,243,1
3,4,472,724,1
3,4,223,834,1
3,4,601,504,1
3,4,232,619,1
3,4,700,789,1
3,4,874,1000,1
3,4,520,1017,1
3,4,736,90,1
3,4,296,600,1
3,4,864,981,1
3,4,212,681,1
3,4,562,84,1
3,4,362,115,1
3,4,88,186,1
3,4,762,175,1
3,4,315,440,1
3,4,441,259,1
3,4,506,241,1
3,4,567,90,1
3,4,564,1032,1
3,4,917,96,1
3,4,685,415,1
3,4,294,304,1
3,4,572,440,1
3,4,296,658,1
3,4,797,823,1
3,4,977,546,1
3,4,116,386,1
3,4,54,244,1
3,4,16,728,1
3,4,700,384,1
3,4,62,37,1
3,4,730,885,1
3,4,801,325,1
3,4,345,227,1
3,4,982,953,1
3,4,792,639,1
3,4,201,137,1
3,4,942,867,1
3,4,877,348,1
4,5,431,258,1
4,5,719,95,1
4,5,807,451,1
4,5,1,851,1
4,5,762,121,1
4,5,811,244,1
4,5,460,8,1
4,5,757,792,1
4,5,918,793,1
4,5,141,679,1
4,5,1002,302,1
4,5,621,565,1
4,5,39,974,1
4,5,845,176,1
4,5,324,351,1
4,5,112,533,1
4,5,248,251,1
4,5,687,674,1
4,5,49,711,1
4,5,387,803,1
4,5,870,556,1
4,5,570,761,1
4,5,745,219,1
4,5,909,82,1
4,5,1003,746,1
4,5,351,346,1
4,5,239,404,1
4,5,547,1035,1
4,5,433,967,1
4,5,154,829,1
4,5,293,417,1
4,5,87,699,1
4,5,273,903,1
4,5,10,188,1
4,5,693,405,1
4,5,621,28,1
4,5,1022,338,1
4,5,85,188,1
4,5,835,582,1
4,5,88,117,1
4,5,410,433,1
4,5,98,96,1
4,5,546,351,1
4,5,298,835,1
4,5,315,703,1
4,5,824,862,1
4,5,247,813,1
4,5,173,237,1
4,5,315,127,1
4,5,724,371,1
4,5,966,1028,1
4,5,968,905,1
4,5,207,618,1
4,5,410,179,1
4,5,183,953,1
4,5,524,669,1
4,5,322,307,1
4,5,653,219,1
4,5,133,871,1
4,5,264,753,1
4,5,956,839,1
4,5,925,52,1
4,5,722,492,1
4,5,107,752,1
4,5,560,623,1
4,5,41,358,1
4,5,888,569,1
4,5,451,556,1
4,5,254,48,1
4,5,974,886,1
4,5,999,598,1
5,6,405,957,1
5,6,239,402,1
5,6,797,999,1
5,6,338,618,1
5,6,861,446,1
5,6,584,496,1
5,6,2,1,1
5,6,530,330,1
5,6,852,1004,1
5,6,145,340,1
5,6,677,198,1
5,6,770,768,1
5,6,574,607,1
5,6,865,111,1
5,6,477,304,1
5,6,598,558,1
5,6,994,157,1
5,6,953,385,1
5,6,902,269,1
5,6,305,1029,1
5,6,183,53,1
5,6,470,501,1
5,6,683,240,1
5,6,740,439,1
5,6,601,1004,1
5,6,601,504,1
5,6,295,766,1
5,6,179,870,1
5,6,956,923,1
5,6,223,836,1
5,6,1015,971,1
5,6,766,448,1
5,6,75,435,1
5,6,1034,869,1
5,6,226,149,1
5,6,747,308,1
5,6,358,19,1
5,6,960,886,1
5,6,966,378,1
5,6,759,512,1
5,6,742,928,1
5,6,1023,895,1
5,6,119,354,1
5,6,388,757,1
5,6,664,777,1
5,6,561,727,1
5,6,626,249,1
5,6,298,242,1
5,6,195,312,1
5,6,424,272,1
5,6,546,54,1
5,6,948,103,1
5,6,974,201,1
5,6,861,747,1
5,6,917,74,1
5,6,165,97,1
5,6,930,528,1
5,6,553,28,1
5,6,369,105,1
5,6,314,745,1
5,6,336,931,1
5,6,8,714,1
5,6,23,487,1
5,6,908,928,1
5,6,18,36,1
5,6,563,269,1
5,6,226,58,1
5,6,331,261,1
5,6,457,734,1
5,6,132,343,1
5,6,853,996,1
6,7,351,267,1
6,7,774,585,1
6,7,562,88,1
6,7,499,956,1
6,7,79,179,1
6,7,304,402,1
6,7,544,65,1
6,7,297,36,1
6,7,59,30,1
6,7,32,48,1
6,7,632,710,1
6,7,965,565,1
6,7,1020,658,1
6,7,38,165,1
6,7,339,760,1
6,7,1038,228,1
6,7,428,636,1
6,7,558,647,1
6,7,175,179,1
6,7,834,193,1
6,7,326,913,1
6,7,58,591,1
6,7,541,87,1
6,7,244,700,1
6,7,33,68,1
6,7,842,443,1
6,7,905,1003,1
6,7,347,1023,1
6,7,591,480,1
6,7,564,389,1
6,7,783,135,1
6,7,138,162,1
6,7,587,458,1
6,7,565,438,1
6,7,6,289,1
6,7,400,904,1
6,7,570,819,1
6,7,194,721,1
6,7,1013,498,1
6,7,778,165,1
6,7,667,862,1
6,7,107,114,1
6,7,537,407,1
6,7,267,708,1
6,7,276,18,1
6,7,974,846,1
6,7,880,859,1
6,7,37,629,1
6,7,671,392,1
6,7,989,449,1
6,7,556,1025,1
6,7,30,469,1
6,7,607,921,1
6,7,847,924,1
6,7,259,839,1
6,7,133,871,1
6,7,350,474,1
6,7,153,919,1
6,7,594,500,1
6,7,147,720,1
6,7,345,777,1
6,7,190,620,1
6,7,567,535,1
6,7,319,420,1
6,7,328,539,1
6,7,652,37,1
6,7,996,426,1
6,7,314,849,1
6,7,558,833,1
6,7,298,829,1
6,7,687,1038,1
7,8,745,718,1
7,8,229,466,1
7,8,126,904,1
7,8,68,33,1
7,8,690,228,1
7,8,100,479,1
7,8,454,965,1
7,8,279,693,1
7,8,893,60,1
7,8,874,525,1
7,8,848,958,1
7,8,39,660,1
7,8,615,701,1
7,8,483,749,1
7,8,722,340,1
7,8,820,355,1
7,8,432,572,1
7,8,233,235,1
