-1,0,61,85,1
-1,0,90,84,1
-1,0,94,55,1
-1,0,88,96,1
-1,0,72,0,1
-1,0,102,55,1
-1,0,7,1,1
-1,0,93,31,1
0,1,77,70,1
0,1,83,118,1
0,1,20,70,1
0,1,32,75,1
0,1,11,69,1
0,1,79,14,1
0,1,44,112,1
0,1,65,73,1
1,2,28,18,1
1,2,24,41,1
1,2,108,7,1
1,2,63,80,1
1,2,90,109,1
1,2,34,78,1
1,2,28,78,1
1,2,35,93,1
2,3,94,38,1
2,3,114,2,1
2,3,19,9,1
2,3,48,65,1
2,3,113,99,1
2,3,55,87,1
2,3,68,98,1
2,3,94,55,1
3,4,6,38,1
3,4,30,14,1
3,4,50,28,1
3,4,79,95,1
3,4,18,20,1
3,4,62,61,1
3,4,15,101,1
3,4,90,22,1
4,5,31,20,1
4,5,94,55,1
4,5,32,36,1
4,5,69,11,1
4,5,118,36,1
4,5,51,43,1
4,5,11,53,1
4,5,106,54,1
5,6,87,19,1
5,6,27,24,1
5,6,35,93,1
5,6,19,9,1
5,6,65,73,1
5,6,44,34,1
5,6,30,86,1
5,6,57,83,1
6,7,36,32,1
6,7,111,107,1
6,7,55,94,1
6,7,47,32,1
6,7,57,33,1
6,7,93,35,1
6,7,19,87,1
6,7,103,117,1
7,8,104,94,1
7,8,27,24,1
7,8,71,13,1
7,8,87,55,1
7,8,110,66,1
7,8,112,56,1
7,8,85,84,1
7,8,119,112,1
8,9,24,99,1
8,9,49,95,1
8,9,43,45,1
8,9,61,41,1
8,9,24,18,1
8,9,38,82,1
8,9,20,31,1
8,9,6,33,1
9,10,107,111,1
9,10,86,14,1
9,10,45,77,1
9,10,75,12,1
9,10,81,25,1
9,10,116,119,1
9,10,72,113,1
9,10,33,12,1
10,11,0,72,1
10,11,44,45,1
10,11,65,73,1
10,11,109,67,1
10,11,78,114,1
10,11,105,88,1
10,11,90,22,1
10,11,68,18,1
11,12,92,108,1
11,12,20,31,1
11,12,68,2,1
11,12,43,45,1
11,12,14,30,1
11,12,27,56,1
11,12,7,1,1
11,12,112,119,1
12,13,47,32,1
12,13,19,87,1
12,13,94,32,1
12,13,119,117,1
12,13,114,50,1
12,13,45,77,1
12,13,106,28,1
12,13,26,95,1
13,14,94,47,1
13,14,90,106,1
13,14,28,15,1
13,14,21,48,1
13,14,119,116,1
13,14,65,111,1
13,14,23,89,1
13,14,34,78,1
14,15,111,51,1
14,15,57,76,1
14,15,83,47,1
14,15,34,78,1
14,15,108,71,1
14,15,24,41,1
14,15,98,15,1
14,15,80,115,1
15,16,6,38,1
15,16,96,88,1
15,16,82,38,1
