0,70
1,66
2,92
3,80
4,72
5,90
6,50
7,56
8,58
9,40
10,52
11,84
12,52
13,48
14,66
15,62
16,70
17,48
18,106
19,38
20,90
21,44
22,54
23,38
24,90
25,88
26,54
27,70
28,76
29,66
30,68
31,68
32,98
33,50
34,80
35,94
36,80
37,50
38,66
39,118
40,50
41,74
42,20
43,76
44,68
45,56
46,56
47,86
48,76
49,80
50,88
51,50
52,54
53,44
54,66
55,82
56,56
57,74
58,48
59,82
60,46
61,86
62,80
63,64
64,50
65,50
66,94
67,70
68,40
69,36
70,56
71,64
72,74
73,56
74,56
75,52
76,50
77,60
78,50
79,40
80,70
81,92
82,50
83,82
84,86
85,44
86,50
87,92
88,78
89,50
90,62
91,70
92,78
93,36
94,88
95,66
96,58
97,72
98,86
99,66
100,58
101,48
102,84
103,102
104,66
105,56
106,48
107,72
108,84
109,66
110,34
111,50
112,76
113,68
114,82
115,96
116,56
117,38
118,82
119,68
120,70
121,76
122,64
123,76
124,54
125,66
126,72
127,46
128,90
129,38
130,60
131,74
132,72
133,74
134,68
135,78
136,102
137,44
138,56
139,50
140,92
141,40
142,74
143,90
144,44
145,86
146,60
147,70
148,24
149,68
150,56
151,54
152,72
153,50
154,84
155,44
156,94
157,62
158,50
159,30
160,82
161,72
162,38
163,38
164,80
165,82
166,86
167,44
168,60
169,38
170,94
171,78
172,20
173,68
174,60
175,82
176,90
177,90
178,82
179,84
180,62
181,66
182,36
183,78
184,70
185,86
186,46
187,90
188,56
189,54
190,80
191,86
192,96
193,52
194,50
195,90
196,66
197,54
198,78
199,36
200,78
201,64
202,34
203,44
204,94
205,74
206,98
207,68
208,44
209,90
210,62
211,62
212,64
213,74
214,38
215,56
216,54
217,82
218,82
219,60
220,44
221,46
222,54
223,62
224,52
225,82
226,58
227,50
228,122
229,74
230,48
231,82
232,68
233,80
234,92
235,54
236,66
237,60
238,104
239,54
240,84
241,50
242,74
243,64
244,76
245,76
246,46
247,60
248,50
249,64
250,78
251,36
252,36
253,82
254,68
255,92
256,94
257,72
258,86
259,34
260,48
261,44
262,68
263,86
264,86
265,64
266,36
267,42
268,64
269,52
270,52
271,50
272,62
273,64
274,104
275,76
276,40
277,58
278,94
279,72
280,74
281,62
282,100
283,96
284,70
285,66
286,66
287,70
288,90
289,58
