0,47
1,25
2,14
3,19
4,16
5,16
6,14
7,20
8,20
9,19
10,25
11,26
12,19
13,6
14,15
15,11
16,14
17,12
18,22
19,13
20,25
21,40
22,36
23,38
24,33
25,37
26,39
27,30
28,36
29,36
30,31
31,40
32,34
33,33
34,27
35,36
36,27
37,21
38,25
39,31
40,23
41,16
42,32
43,19
44,22
45,23
46,22
47,27
48,14
49,21
50,22
51,22
52,24
53,13
54,20
55,21
56,24
57,22
58,22
59,13
60,19
61,17
62,12
63,14
64,12
65,19
66,14
67,17
68,16
69,12
70,13
71,20
72,24
73,14
74,14
75,15
76,14
77,17
78,24
79,23
80,15
81,15
82,16
83,13
84,14
85,14
86,15
87,12
88,14
89,18
90,8
91,15
92,19
93,16
94,15
95,12
96,17
97,14
98,7
99,12
100,13
101,14
102,13
103,10
104,20
105,12
106,14
107,7
108,14
109,15
110,15
111,14
112,13
113,11
114,9
115,11
116,7
117,16
118,6
119,13
