t-1,t,Source Node,Destination Node,Batch size
-1,0,96,12,1
-1,0,103,95,1
-1,0,36,26,1
-1,0,38,32,1
-1,0,48,20,1
-1,0,36,6,1
-1,0,17,30,1
-1,0,52,66,1
0,1,93,1,1
0,1,89,55,1
0,1,27,23,1
0,1,78,72,1
0,1,74,28,1
0,1,44,27,1
0,1,22,58,1
0,1,4,24,1
1,2,118,0,1
1,2,73,37,1
1,2,77,58,1
1,2,79,11,1
1,2,78,74,1
1,2,33,30,1
1,2,55,84,1
1,2,30,43,1
2,3,44,4,1
2,3,60,45,1
2,3,90,4,1
2,3,40,21,1
2,3,34,6,1
2,3,28,9,1
2,3,43,117,1
2,3,13,24,1
3,4,51,23,1
3,4,86,44,1
3,4,46,35,1
3,4,84,79,1
3,4,99,89,1
3,4,63,13,1
3,4,48,60,1
3,4,27,94,1
4,5,49,32,1
4,5,59,22,1
4,5,33,16,1
4,5,51,0,1
4,5,114,39,1
4,5,46,43,1
4,5,43,83,1
4,5,21,47,1
5,6,101,61,1
5,6,57,36,1
5,6,48,35,1
5,6,25,3,1
5,6,114,13,1
5,6,28,25,1
5,6,45,115,1
5,6,41,86,1
6,7,109,28,1
6,7,101,18,1
6,7,117,85,1
6,7,117,29,1
6,7,100,83,1
6,7,110,82,1
6,7,24,41,1
6,7,59,110,1
7,8,70,48,1
7,8,88,64,1
7,8,73,70,1
7,8,53,29,1
7,8,31,30,1
7,8,42,31,1
7,8,6,22,1
7,8,2,26,1
8,9,47,35,1
8,9,91,36,1
8,9,119,0,1
8,9,67,10,1
8,9,51,15,1
8,9,84,79,1
8,9,32,113,1
8,9,61,87,1
9,10,80,39,1
9,10,57,36,1
9,10,75,48,1
9,10,69,44,1
9,10,54,27,1
9,10,28,15,1
9,10,17,22,1
9,10,51,59,1
10,11,108,48,1
10,11,67,20,1
10,11,28,6,1
10,11,91,24,1
10,11,103,23,1
10,11,45,26,1
10,11,55,84,1
10,11,43,73,1
11,12,77,72,1
11,12,45,35,1
11,12,64,26,1
11,12,116,104,1
11,12,114,2,1
11,12,83,39,1
11,12,15,25,1
11,12,19,40,1
12,13,34,32,1
12,13,86,55,1
12,13,42,28,1
12,13,35,15,1
12,13,41,2,1
12,13,94,41,1
12,13,58,113,1
12,13,49,89,1
13,14,59,48,1
13,14,54,29,1
13,14,44,8,1
13,14,63,49,1
13,14,111,16,1
13,14,72,45,1
13,14,22,116,1
13,14,22,57,1
14,15,67,13,1
14,15,75,32,1
14,15,82,57,1
14,15,76,39,1
14,15,86,64,1
14,15,104,24,1
14,15,40,43,1
14,15,13,75,1
15,16,88,22,1
15,16,38,30,1
15,16,85,75,1
15,16,31,3,1
15,16,86,37,1
15,16,52,24,1
15,16,24,27,1
15,16,23,81,1
16,17,30,8,1
16,17,76,39,1
16,17,47,23,1
16,17,42,21,1
16,17,23,21,1
16,17,82,23,1
16,17,16,27,1
16,17,24,62,1
17,18,82,34,1
17,18,63,30,1
17,18,111,4,1
17,18,89,16,1
17,18,103,15,1
17,18,80,79,1
17,18,71,85,1
17,18,38,109,1
18,19,91,40,1
18,19,64,34,1
18,19,90,70,1
18,19,61,51,1
18,19,48,39,1
18,19,72,39,1
18,19,13,31,1
18,19,33,47,1
19,20,46,43,1
19,20,77,28,1
19,20,65,32,1
19,20,63,31,1
19,20,29,2,1
19,20,81,7,1
19,20,43,67,1
19,20,36,72,1
20,21,70,22,1
20,21,29,13,1
20,21,38,21,1
20,21,95,62,1
20,21,25,12,1
20,21,88,17,1
20,21,48,67,1
20,21,39,105,1
21,22,34,6,1
21,22,28,14,1
21,22,73,11,1
21,22,88,36,1
21,22,68,41,1
21,22,27,8,1
21,22,8,88,1
21,22,61,107,1
22,23,119,0,1
22,23,54,41,1
22,23,81,66,1
22,23,49,36,1
22,23,48,24,1
22,23,32,11,1
22,23,9,75,1
22,23,18,38,1
23,24,65,1,1
23,24,112,100,1
23,24,116,10,1
23,24,89,77,1
23,24,108,23,1
23,24,38,16,1
23,24,50,58,1
23,24,12,29,1
24,25,31,29,1
24,25,22,2,1
24,25,102,6,1
24,25,31,0,1
24,25,91,58,1
24,25,85,0,1
24,25,31,40,1
24,25,34,52,1
25,26,92,72,1
25,26,58,50,1
25,26,89,74,1
25,26,29,2,1
25,26,37,26,1
25,26,34,33,1
25,26,67,105,1
25,26,46,93,1
26,27,25,11,1
26,27,73,70,1
26,27,30,24,1
26,27,78,72,1
26,27,119,97,1
26,27,96,90,1
26,27,0,14,1
26,27,14,56,1
27,28,67,20,1
27,28,73,11,1
27,28,83,41,1
27,28,63,36,1
27,28,83,44,1
27,28,99,33,1
27,28,31,41,1
27,28,61,63,1
28,29,61,52,1
28,29,43,13,1
28,29,35,18,1
28,29,58,12,1
28,29,105,77,1
28,29,29,0,1
28,29,38,47,1
28,29,97,118,1
29,30,36,21,1
29,30,90,72,1
29,30,55,42,1
29,30,114,64,1
29,30,98,31,1
29,30,58,54,1
29,30,16,24,1
29,30,71,105,1
30,31,100,80,1
30,31,78,75,1
30,31,94,16,1
30,31,75,13,1
30,31,119,40,1
30,31,53,34,1
30,31,28,66,1
30,31,16,26,1
31,32,106,39,1
31,32,57,36,1
31,32,73,3,1
31,32,101,36,1
31,32,109,61,1
31,32,82,60,1
31,32,9,80,1
31,32,65,68,1
32,33,79,63,1
32,33,71,62,1
32,33,58,50,1
32,33,50,40,1
32,33,41,30,1
32,33,36,24,1
32,33,0,10,1
32,33,13,79,1
33,34,117,67,1
33,34,25,13,1
33,34,46,43,1
33,34,65,32,1
33,34,83,1,1
33,34,56,31,1
33,34,5,23,1
33,34,24,102,1
34,35,22,12,1
34,35,101,84,1
34,35,55,17,1
34,35,78,53,1
34,35,96,90,1
34,35,81,17,1
34,35,23,92,1
34,35,28,33,1
35,36,59,4,1
35,36,62,29,1
35,36,59,48,1
35,36,34,9,1
35,36,76,16,1
35,36,112,107,1
35,36,16,45,1
35,36,6,30,1
36,37,84,49,1
36,37,42,30,1
36,37,99,42,1
36,37,62,24,1
36,37,97,23,1
36,37,89,47,1
36,37,30,39,1
36,37,42,90,1
37,38,54,25,1
37,38,103,63,1
37,38,89,82,1
37,38,52,27,1
37,38,92,23,1
37,38,29,0,1
37,38,8,21,1
37,38,23,27,1
38,39,23,0,1
38,39,75,65,1
38,39,87,36,1
38,39,77,28,1
38,39,23,11,1
38,39,64,5,1
38,39,9,61,1
38,39,29,61,1
39,40,37,10,1
39,40,50,23,1
39,40,73,21,1
39,40,40,15,1
39,40,35,16,1
39,40,81,17,1
39,40,20,24,1
39,40,14,56,1
40,41,104,95,1
40,41,52,27,1
40,41,113,8,1
40,41,100,21,1
40,41,92,84,1
40,41,107,5,1
40,41,26,95,1
40,41,24,28,1
41,42,50,16,1
41,42,44,9,1
41,42,53,32,1
41,42,62,48,1
41,42,115,17,1
41,42,89,16,1
41,42,2,59,1
41,42,39,91,1
42,43,87,16,1
42,43,103,43,1
42,43,52,31,1
42,43,33,23,1
42,43,77,33,1
42,43,82,71,1
42,43,82,89,1
42,43,0,35,1
43,44,83,41,1
43,44,56,53,1
43,44,64,27,1
43,44,113,54,1
43,44,36,24,1
43,44,28,15,1
43,44,20,115,1
43,44,14,38,1
44,45,79,61,1
44,45,34,25,1
44,45,9,0,1
44,45,97,36,1
44,45,44,5,1
44,45,39,23,1
44,45,55,78,1
44,45,14,24,1
45,46,54,16,1
45,46,105,16,1
45,46,88,47,1
45,46,9,0,1
45,46,100,41,1
45,46,94,1,1
45,46,66,112,1
45,46,39,57,1
46,47,108,29,1
46,47,37,15,1
46,47,94,41,1
46,47,109,56,1
46,47,43,30,1
46,47,91,40,1
46,47,76,83,1
46,47,16,63,1
47,48,109,34,1
47,48,62,56,1
47,48,37,17,1
47,48,70,27,1
47,48,56,16,1
47,48,73,23,1
47,48,7,115,1
47,48,93,98,1
48,49,96,23,1
48,49,79,12,1
48,49,60,41,1
48,49,101,41,1
48,49,40,20,1
48,49,62,43,1
48,49,63,80,1
48,49,28,110,1
49,50,96,94,1
49,50,21,2,1
49,50,23,14,1
49,50,59,23,1
49,50,74,21,1
49,50,43,20,1
49,50,27,85,1
49,50,51,61,1
50,51,57,22,1
50,51,52,10,1
50,51,101,23,1
50,51,41,4,1
50,51,21,20,1
50,51,106,90,1
50,51,36,45,1
50,51,22,26,1
51,52,96,73,1
51,52,92,29,1
51,52,76,26,1
51,52,46,14,1
51,52,59,4,1
51,52,44,23,1
51,52,25,65,1
51,52,0,48,1
52,53,43,10,1
52,53,53,37,1
52,53,62,38,1
52,53,35,15,1
52,53,115,89,1
52,53,88,9,1
52,53,85,97,1
52,53,83,100,1
53,54,54,2,1
53,54,98,34,1
53,54,33,16,1
53,54,73,46,1
53,54,23,22,1
53,54,38,12,1
53,54,25,71,1
53,54,37,105,1
54,55,29,18,1
54,55,32,31,1
54,55,55,33,1
54,55,118,23,1
54,55,77,10,1
54,55,42,25,1
54,55,86,91,1
54,55,48,66,1
55,56,78,3,1
55,56,68,27,1
55,56,102,9,1
55,56,100,46,1
55,56,84,43,1
55,56,39,37,1
55,56,32,44,1
55,56,32,111,1
56,57,61,19,1
56,57,71,17,1
56,57,25,8,1
56,57,46,33,1
56,57,23,16,1
56,57,64,20,1
56,57,94,96,1
56,57,24,56,1
57,58,54,35,1
57,58,66,5,1
57,58,85,75,1
57,58,51,46,1
57,58,81,42,1
57,58,91,33,1
57,58,32,36,1
57,58,26,31,1
58,59,101,31,1
58,59,72,21,1
58,59,94,52,1
58,59,22,8,1
58,59,100,77,1
58,59,77,72,1
58,59,17,44,1
58,59,33,77,1
59,60,42,32,1
59,60,64,29,1
59,60,101,100,1
59,60,44,8,1
59,60,45,17,1
59,60,78,59,1
59,60,39,44,1
59,60,48,87,1
60,61,109,23,1
60,61,35,34,1
60,61,96,40,1
60,61,116,104,1
60,61,25,18,1
60,61,84,79,1
60,61,27,37,1
60,61,30,51,1
61,62,13,0,1
61,62,60,40,1
61,62,30,21,1
61,62,58,0,1
61,62,97,63,1
61,62,67,41,1
61,62,30,33,1
61,62,29,47,1
62,63,96,91,1
62,63,83,79,1
62,63,81,40,1
62,63,48,45,1
62,63,86,24,1
62,63,26,14,1
62,63,44,52,1
62,63,44,51,1
63,64,105,54,1
63,64,27,1,1
63,64,89,74,1
63,64,98,35,1
63,64,31,25,1
63,64,49,20,1
63,64,24,83,1
63,64,33,38,1
64,65,45,30,1
64,65,54,51,1
64,65,85,19,1
64,65,53,32,1
64,65,35,21,1
64,65,87,61,1
64,65,10,43,1
64,65,51,90,1
65,66,26,16,1
65,66,89,49,1
65,66,51,16,1
65,66,91,14,1
65,66,22,3,1
65,66,32,10,1
65,66,23,41,1
65,66,19,60,1
66,67,63,30,1
66,67,61,47,1
66,67,34,12,1
66,67,110,29,1
66,67,106,61,1
66,67,85,69,1
66,67,51,78,1
66,67,15,51,1
67,68,22,9,1
67,68,113,45,1
67,68,49,19,1
67,68,45,25,1
67,68,94,27,1
67,68,54,51,1
67,68,41,57,1
67,68,94,96,1
68,69,58,34,1
68,69,41,37,1
68,69,62,57,1
68,69,69,56,1
68,69,56,43,1
68,69,70,13,1
68,69,0,10,1
68,69,67,105,1
69,70,62,2,1
69,70,106,81,1
69,70,67,5,1
69,70,74,42,1
69,70,83,1,1
69,70,23,16,1
69,70,9,48,1
69,70,104,116,1
70,71,57,32,1
70,71,31,5,1
70,71,43,19,1
70,71,32,22,1
70,71,99,95,1
70,71,66,39,1
70,71,26,95,1
70,71,17,70,1
71,72,67,56,1
71,72,59,34,1
71,72,88,25,1
71,72,79,3,1
71,72,95,62,1
71,72,53,32,1
71,72,35,54,1
71,72,23,38,1
72,73,78,53,1
72,73,95,38,1
72,73,53,0,1
72,73,114,48,1
72,73,100,98,1
72,73,80,23,1
72,73,22,28,1
72,73,13,110,1
73,74,54,29,1
73,74,40,5,1
73,74,79,41,1
73,74,87,61,1
73,74,27,1,1
73,74,41,8,1
73,74,83,92,1
73,74,15,102,1
74,75,90,32,1
74,75,82,21,1
74,75,56,53,1
74,75,71,31,1
74,75,100,67,1
74,75,63,40,1
74,75,61,79,1
74,75,19,112,1
75,76,86,16,1
75,76,79,43,1
75,76,57,32,1
75,76,82,71,1
75,76,72,39,1
75,76,97,85,1
75,76,17,68,1
75,76,34,105,1
76,77,101,31,1
76,77,108,2,1
76,77,26,14,1
76,77,85,20,1
76,77,55,22,1
76,77,55,31,1
76,77,34,36,1
76,77,38,43,1
77,78,111,32,1
77,78,85,65,1
77,78,85,27,1
77,78,53,27,1
77,78,103,16,1
77,78,57,23,1
77,78,23,29,1
77,78,17,71,1
78,79,110,56,1
78,79,95,36,1
78,79,101,31,1
78,79,89,74,1
78,79,53,39,1
78,79,84,41,1
78,79,76,82,1
78,79,32,93,1
79,80,50,9,1
79,80,82,13,1
79,80,45,12,1
79,80,74,21,1
79,80,66,53,1
79,80,52,38,1
79,80,48,87,1
79,80,40,60,1
80,81,91,43,1
80,81,76,16,1
80,81,46,25,1
80,81,36,19,1
80,81,85,61,1
80,81,38,15,1
80,81,38,40,1
80,81,32,35,1
81,82,37,15,1
81,82,63,49,1
81,82,74,42,1
81,82,96,94,1
81,82,60,15,1
81,82,28,0,1
81,82,15,22,1
81,82,13,32,1
82,83,76,73,1
82,83,58,50,1
82,83,32,31,1
82,83,45,36,1
82,83,62,33,1
82,83,51,16,1
82,83,76,82,1
82,83,14,58,1
83,84,44,8,1
83,84,45,22,1
83,84,104,10,1
83,84,24,1,1
83,84,87,15,1
83,84,76,49,1
83,84,19,25,1
83,84,53,114,1
84,85,112,88,1
84,85,55,33,1
84,85,42,1,1
84,85,66,28,1
84,85,96,29,1
84,85,45,36,1
84,85,33,91,1
84,85,16,50,1
85,86,116,14,1
85,86,106,42,1
85,86,55,27,1
85,86,109,6,1
85,86,102,26,1
85,86,53,11,1
85,86,28,43,1
85,86,33,89,1
86,87,37,9,1
86,87,22,7,1
86,87,21,4,1
86,87,108,40,1
86,87,45,13,1
86,87,79,43,1
86,87,3,72,1
86,87,60,94,1
87,88,118,14,1
87,88,27,25,1
87,88,44,23,1
87,88,32,30,1
87,88,21,7,1
87,88,78,30,1
87,88,60,94,1
87,88,0,84,1
88,89,58,29,1
88,89,79,45,1
88,89,96,12,1
88,89,112,67,1
88,89,32,20,1
88,89,119,98,1
88,89,75,113,1
88,89,25,111,1
89,90,99,89,1
89,90,31,0,1
89,90,83,16,1
89,90,36,34,1
89,90,105,18,1
89,90,21,7,1
89,90,35,44,1
89,90,29,31,1
90,91,105,52,1
90,91,45,13,1
90,91,23,16,1
90,91,13,0,1
90,91,114,64,1
90,91,47,35,1
90,91,14,41,1
90,91,30,54,1
91,92,119,66,1
91,92,78,34,1
91,92,37,20,1
91,92,22,13,1
91,92,108,96,1
91,92,77,22,1
91,92,25,28,1
91,92,61,101,1
92,93,105,3,1
92,93,96,45,1
92,93,111,95,1
92,93,67,44,1
92,93,45,23,1
92,93,44,21,1
92,93,38,43,1
92,93,7,104,1
93,94,33,2,1
93,94,61,9,1
93,94,83,41,1
93,94,104,24,1
93,94,113,75,1
93,94,62,17,1
93,94,19,43,1
93,94,28,77,1
94,95,84,53,1
94,95,88,69,1
94,95,53,25,1
94,95,44,35,1
94,95,76,16,1
94,95,26,11,1
94,95,27,85,1
94,95,67,98,1
95,96,57,31,1
95,96,66,24,1
95,96,108,22,1
95,96,65,30,1
95,96,118,42,1
95,96,88,80,1
95,96,29,74,1
95,96,13,67,1
96,97,39,23,1
96,97,74,9,1
96,97,21,7,1
96,97,68,39,1
96,97,96,45,1
96,97,27,25,1
96,97,2,73,1
96,97,30,55,1
97,98,95,8,1
97,98,36,32,1
97,98,46,31,1
97,98,77,56,1
97,98,95,22,1
97,98,37,22,1
97,98,46,95,1
97,98,89,115,1
98,99,72,18,1
98,99,98,31,1
98,99,63,26,1
98,99,110,28,1
98,99,115,35,1
98,99,63,56,1
98,99,39,88,1
98,99,31,81,1
99,100,64,34,1
99,100,51,44,1
99,100,119,100,1
99,100,70,0,1
99,100,50,32,1
99,100,111,16,1
99,100,51,117,1
99,100,27,36,1
100,101,70,37,1
100,101,110,29,1
100,101,43,16,1
100,101,101,83,1
100,101,113,55,1
100,101,23,19,1
100,101,72,97,1
100,101,60,84,1
101,102,48,0,1
101,102,63,50,1
101,102,115,29,1
101,102,94,71,1
101,102,91,36,1
101,102,66,64,1
101,102,17,52,1
101,102,43,84,1
102,103,35,34,1
102,103,115,35,1
102,103,111,39,1
102,103,85,72,1
102,103,116,60,1
102,103,55,30,1
102,103,12,32,1
102,103,18,26,1
103,104,76,37,1
103,104,60,3,1
103,104,68,40,1
103,104,40,31,1
103,104,22,16,1
103,104,51,14,1
103,104,23,59,1
103,104,2,98,1
104,105,42,1,1
104,105,117,67,1
104,105,24,14,1
104,105,88,84,1
104,105,115,7,1
104,105,45,41,1
104,105,28,30,1
104,105,97,118,1
105,106,27,14,1
105,106,83,37,1
105,106,32,12,1
105,106,45,13,1
105,106,97,72,1
105,106,83,1,1
105,106,17,22,1
105,106,26,67,1
106,107,97,59,1
106,107,113,58,1
106,107,69,44,1
106,107,35,26,1
106,107,113,51,1
106,107,40,20,1
106,107,90,106,1
106,107,58,94,1
107,108,28,21,1
107,108,41,23,1
107,108,39,30,1
107,108,105,54,1
107,108,51,46,1
107,108,33,31,1
107,108,16,70,1
107,108,49,89,1
108,109,93,34,1
