t-1,t,Source Node,Destination Node,Batch size
-1,0,29,0,1
-1,0,65,37,1
-1,0,106,31,1
-1,0,54,38,1
-1,0,42,34,1
-1,0,31,30,1
-1,0,17,21,1
-1,0,28,48,1
0,1,65,39,1
0,1,57,56,1
0,1,113,89,1
0,1,91,12,1
0,1,72,43,1
0,1,10,0,1
0,1,5,50,1
0,1,27,63,1
1,2,72,23,1
1,2,25,11,1
1,2,105,1,1
1,2,103,52,1
1,2,44,26,1
1,2,107,25,1
1,2,22,60,1
1,2,72,94,1
2,3,40,16,1
2,3,95,17,1
2,3,70,57,1
2,3,44,27,1
2,3,117,21,1
2,3,1,0,1
2,3,48,108,1
2,3,46,59,1
3,4,25,5,1
3,4,59,26,1
3,4,115,27,1
3,4,67,30,1
3,4,38,26,1
3,4,4,0,1
3,4,48,104,1
3,4,36,47,1
4,5,44,18,1
4,5,36,24,1
4,5,93,88,1
4,5,87,61,1
4,5,91,51,1
4,5,69,20,1
4,5,2,29,1
4,5,57,92,1
5,6,101,54,1
5,6,117,29,1
5,6,118,11,1
5,6,97,60,1
5,6,90,64,1
5,6,31,22,1
5,6,29,46,1
5,6,8,81,1
6,7,108,75,1
6,7,45,40,1
6,7,87,53,1
6,7,119,84,1
6,7,63,59,1
6,7,85,59,1
6,7,49,50,1
6,7,20,34,1
7,8,52,25,1
7,8,34,23,1
7,8,106,87,1
7,8,87,54,1
7,8,110,79,1
7,8,49,27,1
7,8,34,72,1
7,8,49,75,1
8,9,100,19,1
8,9,87,28,1
8,9,106,57,1
8,9,43,28,1
8,9,21,5,1
8,9,96,21,1
8,9,2,27,1
8,9,20,41,1
9,10,52,8,1
9,10,59,20,1
9,10,109,84,1
9,10,54,41,1
9,10,46,45,1
9,10,116,92,1
9,10,22,85,1
9,10,38,44,1
10,11,47,29,1
10,11,59,26,1
10,11,34,8,1
10,11,50,33,1
10,11,15,0,1
10,11,61,35,1
10,11,67,112,1
10,11,27,64,1
11,12,34,23,1
11,12,53,31,1
11,12,109,72,1
11,12,86,36,1
11,12,72,61,1
11,12,79,54,1
11,12,72,112,1
11,12,26,49,1
12,13,69,22,1
12,13,41,40,1
12,13,54,24,1
12,13,87,54,1
12,13,42,8,1
12,13,74,59,1
12,13,27,36,1
12,13,16,81,1
13,14,117,28,1
13,14,31,1,1
13,14,82,64,1
13,14,35,25,1
13,14,113,21,1
13,14,27,10,1
13,14,15,28,1
13,14,20,29,1
14,15,37,11,1
14,15,89,52,1
14,15,117,7,1
14,15,110,20,1
14,15,75,57,1
14,15,84,10,1
14,15,48,62,1
14,15,51,108,1
15,16,26,23,1
15,16,52,31,1
15,16,67,3,1
15,16,99,59,1
15,16,74,66,1
15,16,86,73,1
15,16,34,107,1
15,16,20,59,1
16,17,83,33,1
16,17,108,72,1
16,17,82,61,1
16,17,43,23,1
16,17,112,32,1
16,17,56,40,1
16,17,26,32,1
16,17,97,99,1
17,18,117,79,1
17,18,32,9,1
17,18,24,15,1
17,18,39,31,1
17,18,79,75,1
17,18,78,21,1
17,18,29,56,1
17,18,2,113,1
18,19,119,54,1
18,19,84,32,1
18,19,48,36,1
18,19,42,12,1
18,19,107,85,1
18,19,64,34,1
18,19,9,84,1
18,19,4,73,1
19,20,96,54,1
19,20,25,14,1
19,20,52,35,1
19,20,71,36,1
19,20,32,17,1
19,20,31,21,1
19,20,28,103,1
19,20,1,83,1
20,21,88,63,1
20,21,119,78,1
20,21,79,25,1
20,21,56,25,1
20,21,32,15,1
20,21,58,43,1
20,21,38,51,1
20,21,58,83,1
21,22,70,8,1
21,22,87,30,1
21,22,26,14,1
21,22,42,29,1
21,22,80,78,1
21,22,29,9,1
21,22,43,71,1
21,22,0,78,1
22,23,107,25,1
22,23,34,33,1
22,23,38,27,1
22,23,99,67,1
22,23,97,21,1
22,23,60,35,1
22,23,16,63,1
22,23,29,96,1
23,24,116,21,1
23,24,51,36,1
23,24,116,12,1
23,24,99,30,1
23,24,69,32,1
23,24,71,39,1
23,24,16,58,1
23,24,18,23,1
24,25,90,12,1
24,25,33,17,1
24,25,105,23,1
24,25,116,112,1
24,25,115,25,1
24,25,77,52,1
24,25,54,84,1
24,25,23,55,1
25,26,79,54,1
25,26,71,34,1
25,26,111,71,1
25,26,100,41,1
25,26,26,10,1
25,26,110,21,1
25,26,45,77,1
25,26,15,44,1
26,27,108,47,1
26,27,62,57,1
26,27,36,3,1
26,27,38,26,1
26,27,102,87,1
26,27,81,79,1
26,27,65,95,1
26,27,36,76,1
27,28,77,32,1
27,28,58,42,1
27,28,32,24,1
27,28,109,82,1
27,28,102,90,1
27,28,42,20,1
27,28,8,75,1
27,28,32,84,1
28,29,63,43,1
28,29,57,36,1
28,29,95,77,1
28,29,60,49,1
28,29,65,59,1
28,29,64,51,1
28,29,6,47,1
28,29,45,117,1
29,30,31,16,1
29,30,57,56,1
29,30,101,24,1
29,30,71,26,1
29,30,69,61,1
29,30,83,27,1
29,30,35,65,1
29,30,15,92,1
30,31,45,31,1
30,31,118,61,1
30,31,50,41,1
30,31,29,2,1
30,31,30,25,1
30,31,33,9,1
30,31,19,33,1
30,31,30,78,1
31,32,113,24,1
31,32,22,13,1
31,32,117,15,1
31,32,50,46,1
31,32,97,34,1
31,32,28,25,1
31,32,30,83,1
31,32,21,43,1
32,33,100,37,1
32,33,100,40,1
32,33,104,31,1
32,33,40,30,1
32,33,110,41,1
32,33,105,68,1
32,33,54,101,1
32,33,25,36,1
33,34,73,25,1
33,34,22,17,1
33,34,29,21,1
33,34,34,13,1
33,34,30,12,1
33,34,107,30,1
33,34,23,102,1
33,34,48,53,1
34,35,63,7,1
34,35,38,2,1
34,35,50,41,1
34,35,82,49,1
34,35,90,10,1
34,35,39,31,1
34,35,0,52,1
34,35,17,61,1
35,36,47,24,1
35,36,26,13,1
35,36,50,29,1
35,36,95,49,1
35,36,34,0,1
35,36,98,27,1
35,36,12,37,1
35,36,15,81,1
36,37,90,1,1
36,37,81,39,1
36,37,93,45,1
36,37,72,64,1
36,37,51,30,1
36,37,102,23,1
36,37,25,107,1
36,37,40,41,1
37,38,88,5,1
37,38,99,81,1
37,38,81,1,1
37,38,67,33,1
37,38,72,32,1
37,38,73,51,1
37,38,28,68,1
37,38,23,55,1
38,39,94,5,1
38,39,40,27,1
38,39,36,0,1
38,39,103,14,1
38,39,85,51,1
38,39,32,8,1
38,39,73,83,1
38,39,33,111,1
