t-1,t,Source Node,Destination Node,Batch size
-1,0,94,21,1
-1,0,106,41,1
-1,0,56,20,1
-1,0,118,62,1
-1,0,2,0,1
-1,0,61,24,1
-1,0,21,40,1
-1,0,87,91,1
0,1,58,44,1
0,1,99,96,1
0,1,65,39,1
0,1,32,8,1
0,1,70,69,1
0,1,116,94,1
0,1,68,92,1
0,1,8,49,1
1,2,117,104,1
1,2,25,17,1
1,2,106,6,1
1,2,35,30,1
1,2,35,28,1
1,2,30,17,1
1,2,16,44,1
1,2,33,35,1
2,3,89,76,1
2,3,58,34,1
2,3,115,70,1
2,3,33,22,1
2,3,78,38,1
2,3,92,69,1
2,3,28,63,1
2,3,14,86,1
3,4,44,32,1
3,4,107,63,1
3,4,100,3,1
3,4,85,45,1
3,4,109,53,1
3,4,36,31,1
3,4,76,89,1
3,4,49,72,1
4,5,105,21,1
4,5,25,6,1
4,5,45,41,1
4,5,110,31,1
4,5,77,30,1
4,5,25,1,1
4,5,18,40,1
4,5,6,29,1
5,6,83,21,1
5,6,41,8,1
5,6,48,21,1
5,6,38,3,1
5,6,42,25,1
5,6,80,6,1
5,6,0,47,1
5,6,27,56,1
6,7,106,85,1
6,7,100,68,1
6,7,97,22,1
6,7,39,23,1
6,7,21,10,1
6,7,29,26,1
6,7,31,109,1
6,7,60,78,1
7,8,71,28,1
7,8,86,80,1
7,8,65,64,1
7,8,96,1,1
7,8,96,33,1
7,8,80,23,1
7,8,29,44,1
7,8,25,67,1
8,9,37,6,1
8,9,100,76,1
8,9,38,33,1
8,9,22,9,1
8,9,85,71,1
8,9,108,5,1
8,9,64,114,1
8,9,41,116,1
9,10,21,5,1
9,10,116,38,1
9,10,112,29,1
9,10,71,25,1
9,10,83,31,1
9,10,72,68,1
9,10,35,43,1
9,10,3,110,1
10,11,28,17,1
10,11,112,80,1
10,11,110,31,1
10,11,66,49,1
10,11,44,17,1
10,11,99,40,1
10,11,72,84,1
10,11,29,33,1
11,12,36,25,1
11,12,117,44,1
11,12,36,10,1
11,12,84,31,1
11,12,60,36,1
11,12,47,12,1
11,12,24,49,1
11,12,39,95,1
12,13,114,11,1
12,13,94,0,1
12,13,114,1,1
12,13,55,49,1
12,13,116,51,1
12,13,107,37,1
12,13,63,76,1
12,13,25,76,1
13,14,86,23,1
13,14,80,10,1
13,14,69,24,1
13,14,105,65,1
13,14,82,35,1
13,14,85,71,1
13,14,25,38,1
13,14,70,83,1
14,15,48,28,1
14,15,24,17,1
14,15,23,6,1
14,15,94,39,1
14,15,50,20,1
14,15,22,6,1
14,15,30,72,1
14,15,2,95,1
15,16,31,3,1
15,16,57,23,1
15,16,112,11,1
15,16,68,41,1
15,16,112,11,1
15,16,22,19,1
15,16,26,109,1
15,16,9,22,1
16,17,56,20,1
16,17,84,51,1
16,17,57,21,1
16,17,35,11,1
16,17,109,53,1
16,17,104,85,1
16,17,24,51,1
16,17,81,98,1
17,18,74,2,1
17,18,80,31,1
17,18,34,33,1
17,18,29,0,1
17,18,64,18,1
17,18,28,27,1
17,18,67,73,1
17,18,6,51,1
18,19,35,5,1
18,19,102,22,1
18,19,22,10,1
18,19,57,51,1
18,19,63,28,1
18,19,55,26,1
18,19,99,112,1
18,19,38,112,1
19,20,71,25,1
19,20,32,30,1
19,20,92,57,1
19,20,24,2,1
19,20,85,1,1
19,20,84,72,1
19,20,57,71,1
19,20,0,68,1
20,21,51,36,1
20,21,101,26,1
20,21,45,7,1
20,21,38,3,1
20,21,87,30,1
20,21,114,10,1
20,21,42,55,1
20,21,40,87,1
21,22,31,19,1
21,22,28,23,1
21,22,33,31,1
21,22,46,1,1
21,22,56,43,1
21,22,64,39,1
21,22,7,80,1
21,22,50,111,1
22,23,69,6,1
22,23,56,31,1
22,23,76,0,1
22,23,105,40,1
22,23,36,0,1
22,23,105,25,1
22,23,4,37,1
22,23,10,59,1
23,24,51,34,1
23,24,98,63,1
23,24,44,12,1
23,24,69,31,1
23,24,107,41,1
23,24,87,75,1
23,24,17,33,1
23,24,10,114,1
24,25,96,84,1
24,25,51,5,1
24,25,41,25,1
24,25,53,36,1
24,25,47,5,1
24,25,29,0,1
24,25,48,71,1
