t-1,t,Source Node,Destination Node,Batch size
-1,0,36,2,1
-1,0,55,51,1
-1,0,35,28,1
-1,0,93,85,1
-1,0,29,9,1
-1,0,22,8,1
-1,0,22,44,1
-1,0,28,91,1
0,1,81,39,1
0,1,24,22,1
0,1,101,40,1
0,1,59,23,1
0,1,97,51,1
0,1,22,3,1
0,1,29,75,1
0,1,24,36,1
1,2,45,16,1
1,2,62,33,1
1,2,26,1,1
1,2,90,10,1
1,2,49,27,1
1,2,38,32,1
1,2,24,119,1
1,2,21,106,1
2,3,11,0,1
2,3,110,31,1
2,3,79,64,1
2,3,81,47,1
2,3,35,28,1
2,3,31,13,1
2,3,32,44,1
2,3,21,106,1
3,4,83,4,1
3,4,72,49,1
3,4,91,22,1
3,4,73,47,1
3,4,38,10,1
3,4,38,37,1
3,4,38,47,1
3,4,37,81,1
4,5,17,0,1
4,5,29,22,1
4,5,117,42,1
4,5,112,90,1
4,5,88,29,1
4,5,108,23,1
4,5,22,65,1
4,5,19,21,1
5,6,44,28,1
5,6,90,21,1
5,6,43,32,1
5,6,24,1,1
5,6,77,26,1
5,6,44,38,1
5,6,57,114,1
5,6,26,44,1
6,7,43,36,1
6,7,45,10,1
6,7,25,3,1
6,7,38,30,1
6,7,58,14,1
6,7,109,53,1
6,7,13,36,1
6,7,23,36,1
7,8,113,6,1
7,8,65,1,1
7,8,116,21,1
7,8,27,20,1
7,8,86,28,1
7,8,97,63,1
7,8,31,60,1
7,8,41,61,1
8,9,98,0,1
8,9,26,9,1
8,9,118,26,1
8,9,42,0,1
8,9,70,23,1
8,9,88,79,1
8,9,98,104,1
8,9,21,36,1
9,10,40,37,1
9,10,35,25,1
9,10,37,24,1
9,10,48,0,1
9,10,112,48,1
9,10,40,36,1
9,10,43,72,1
9,10,8,28,1
10,11,49,17,1
10,11,98,28,1
10,11,103,18,1
10,11,94,73,1
10,11,69,29,1
10,11,72,13,1
10,11,15,66,1
10,11,63,113,1
11,12,46,17,1
11,12,60,32,1
11,12,51,31,1
11,12,63,38,1
11,12,106,42,1
11,12,73,28,1
11,12,22,58,1
11,12,38,79,1
12,13,82,21,1
12,13,108,20,1
12,13,37,23,1
12,13,24,14,1
12,13,6,0,1
12,13,113,10,1
12,13,14,74,1
12,13,66,72,1
13,14,87,49,1
13,14,110,6,1
13,14,61,37,1
13,14,118,44,1
13,14,63,48,1
13,14,105,104,1
13,14,8,30,1
13,14,56,115,1
14,15,65,22,1
14,15,99,33,1
14,15,109,108,1
14,15,66,62,1
14,15,27,20,1
14,15,48,14,1
14,15,24,72,1
14,15,25,32,1
15,16,50,38,1
15,16,32,23,1
15,16,70,18,1
15,16,77,16,1
15,16,54,38,1
15,16,39,30,1
15,16,2,68,1
15,16,66,74,1
16,17,90,89,1
16,17,50,28,1
16,17,119,81,1
16,17,117,39,1
16,17,31,30,1
16,17,24,6,1
16,17,14,47,1
16,17,30,81,1
17,18,83,39,1
17,18,116,8,1
17,18,58,22,1
17,18,88,36,1
17,18,57,33,1
17,18,100,45,1
17,18,0,45,1
17,18,25,34,1
18,19,50,29,1
18,19,33,18,1
18,19,91,78,1
18,19,26,25,1
18,19,44,28,1
18,19,112,49,1
18,19,8,73,1
18,19,15,24,1
19,20,49,8,1
19,20,47,43,1
19,20,73,22,1
19,20,110,48,1
19,20,76,48,1
19,20,35,32,1
19,20,23,96,1
19,20,10,63,1
20,21,40,16,1
20,21,25,2,1
20,21,52,14,1
20,21,88,85,1
20,21,32,30,1
20,21,23,2,1
20,21,22,28,1
20,21,66,87,1
21,22,50,10,1
21,22,95,7,1
21,22,71,64,1
21,22,103,25,1
21,22,69,66,1
21,22,69,42,1
21,22,19,29,1
21,22,35,105,1
22,23,92,39,1
22,23,69,29,1
22,23,100,72,1
22,23,54,36,1
22,23,28,2,1
22,23,110,99,1
22,23,20,28,1
22,23,31,119,1
23,24,92,29,1
23,24,95,28,1
23,24,117,5,1
23,24,88,32,1
23,24,75,35,1
23,24,36,30,1
23,24,5,56,1
23,24,17,21,1
24,25,72,13,1
24,25,54,43,1
24,25,112,30,1
24,25,83,28,1
24,25,40,15,1
24,25,27,0,1
24,25,12,23,1
24,25,0,112,1
25,26,89,72,1
25,26,73,33,1
25,26,85,74,1
25,26,113,2,1
25,26,79,65,1
25,26,28,14,1
25,26,39,47,1
25,26,52,54,1
26,27,119,83,1
26,27,43,22,1
26,27,98,24,1
26,27,27,18,1
26,27,25,10,1
26,27,106,67,1
26,27,109,114,1
26,27,16,44,1
27,28,90,89,1
27,28,31,20,1
27,28,52,33,1
27,28,113,34,1
27,28,100,22,1
27,28,43,8,1
27,28,44,50,1
27,28,36,83,1
28,29,108,89,1
28,29,98,80,1
28,29,63,62,1
28,29,117,103,1
28,29,91,19,1
28,29,43,28,1
28,29,46,110,1
28,29,0,4,1
29,30,29,28,1
29,30,100,5,1
29,30,40,25,1
29,30,85,34,1
29,30,113,76,1
29,30,66,62,1
29,30,31,60,1
29,30,2,103,1
30,31,91,55,1
30,31,115,14,1
30,31,62,53,1
30,31,43,36,1
30,31,107,95,1
30,31,31,1,1
30,31,23,30,1
30,31,52,53,1
31,32,66,49,1
31,32,22,6,1
31,32,47,42,1
31,32,90,49,1
31,32,59,48,1
31,32,93,45,1
31,32,7,36,1
31,32,53,91,1
32,33,24,1,1
32,33,112,90,1
32,33,75,61,1
32,33,22,10,1
32,33,52,42,1
32,33,29,9,1
32,33,64,90,1
32,33,104,109,1
33,34,83,67,1
33,34,37,30,1
33,34,66,27,1
33,34,39,27,1
33,34,33,0,1
33,34,35,1,1
33,34,60,118,1
33,34,49,59,1
34,35,105,67,1
34,35,22,12,1
34,35,107,47,1
34,35,25,23,1
34,35,23,13,1
34,35,110,76,1
34,35,30,42,1
34,35,26,50,1
35,36,91,27,1
35,36,107,40,1
35,36,89,70,1
35,36,69,9,1
35,36,119,51,1
35,36,73,59,1
35,36,23,79,1
35,36,61,95,1
36,37,54,53,1
36,37,116,23,1
36,37,54,23,1
36,37,45,30,1
36,37,80,21,1
36,37,117,101,1
36,37,1,112,1
36,37,33,48,1
37,38,29,18,1
37,38,74,42,1
37,38,77,24,1
37,38,39,12,1
37,38,114,25,1
37,38,34,5,1
37,38,35,100,1
37,38,13,72,1
38,39,60,30,1
38,39,35,31,1
38,39,27,10,1
38,39,65,37,1
38,39,70,39,1
38,39,69,66,1
38,39,39,55,1
38,39,51,97,1
39,40,51,46,1
39,40,102,72,1
39,40,68,5,1
39,40,47,27,1
39,40,92,74,1
39,40,53,46,1
39,40,5,33,1
39,40,83,103,1
40,41,24,10,1
40,41,66,15,1
40,41,115,38,1
40,41,94,73,1
40,41,23,14,1
40,41,38,30,1
40,41,44,79,1
40,41,10,55,1
41,42,33,8,1
41,42,24,14,1
41,42,33,15,1
41,42,36,29,1
41,42,35,11,1
41,42,39,10,1
41,42,70,114,1
41,42,47,73,1
42,43,76,22,1
42,43,103,89,1
42,43,34,21,1
42,43,25,8,1
42,43,87,60,1
42,43,113,26,1
42,43,37,98,1
42,43,21,24,1
43,44,26,23,1
43,44,112,0,1
43,44,36,5,1
43,44,58,45,1
43,44,76,55,1
43,44,38,36,1
43,44,22,103,1
43,44,31,78,1
44,45,115,9,1
44,45,74,18,1
44,45,82,30,1
44,45,43,27,1
44,45,115,32,1
44,45,100,63,1
44,45,59,118,1
44,45,56,96,1
45,46,77,24,1
45,46,92,52,1
45,46,105,99,1
45,46,113,34,1
45,46,111,21,1
45,46,78,31,1
45,46,24,30,1
45,46,0,20,1
46,47,23,16,1
46,47,68,2,1
46,47,56,49,1
46,47,96,89,1
46,47,27,20,1
46,47,62,14,1
46,47,21,63,1
46,47,9,47,1
47,48,68,54,1
47,48,104,0,1
47,48,115,43,1
47,48,43,28,1
47,48,119,48,1
47,48,33,13,1
47,48,34,78,1
47,48,33,35,1
48,49,24,19,1
48,49,41,25,1
48,49,89,59,1
48,49,34,0,1
48,49,41,29,1
48,49,46,9,1
48,49,19,29,1
48,49,1,67,1
49,50,107,47,1
49,50,46,33,1
49,50,69,30,1
49,50,32,2,1
49,50,74,25,1
49,50,31,30,1
49,50,65,92,1
49,50,39,100,1
50,51,114,57,1
50,51,97,63,1
50,51,37,0,1
50,51,89,26,1
50,51,25,1,1
50,51,56,5,1
50,51,10,97,1
50,51,28,115,1
51,52,58,38,1
51,52,35,0,1
51,52,37,25,1
51,52,73,61,1
51,52,78,27,1
51,52,72,41,1
51,52,14,55,1
51,52,2,103,1
52,53,105,12,1
52,53,81,58,1
52,53,105,13,1
52,53,102,53,1
52,53,106,34,1
52,53,47,23,1
52,53,49,66,1
52,53,0,24,1
53,54,91,67,1
53,54,37,27,1
53,54,103,29,1
53,54,49,29,1
53,54,28,25,1
53,54,35,32,1
53,54,11,27,1
53,54,0,29,1
54,55,43,29,1
54,55,119,29,1
54,55,108,30,1
54,55,60,10,1
54,55,93,26,1
54,55,78,66,1
54,55,50,52,1
54,55,34,105,1
55,56,107,65,1
55,56,27,24,1
55,56,65,19,1
55,56,60,28,1
55,56,68,47,1
55,56,29,19,1
55,56,53,102,1
55,56,84,90,1
56,57,118,26,1
56,57,63,11,1
56,57,51,10,1
56,57,107,22,1
56,57,63,31,1
56,57,54,48,1
56,57,42,87,1
56,57,44,73,1
57,58,112,78,1
57,58,119,7,1
57,58,25,16,1
57,58,96,58,1
57,58,102,56,1
57,58,80,18,1
57,58,3,22,1
57,58,30,70,1
58,59,49,24,1
58,59,27,23,1
