t-1,t,Source Node,Destination Node,Batch size
-1,0,24,5,1
-1,0,97,2,1
-1,0,58,3,1
-1,0,76,34,1
-1,0,52,11,1
-1,0,70,10,1
-1,0,31,60,1
-1,0,25,110,1
0,1,116,84,1
0,1,64,29,1
0,1,35,34,1
0,1,117,23,1
0,1,97,15,1
0,1,46,35,1
0,1,52,77,1
0,1,8,57,1
1,2,24,18,1
1,2,106,5,1
1,2,81,19,1
1,2,28,23,1
1,2,98,58,1
1,2,58,0,1
1,2,40,87,1
1,2,53,114,1
2,3,30,15,1
2,3,117,9,1
2,3,98,93,1
2,3,86,50,1
2,3,97,49,1
2,3,72,4,1
2,3,10,104,1
2,3,54,99,1
3,4,27,5,1
3,4,105,35,1
3,4,44,14,1
3,4,89,38,1
3,4,58,20,1
3,4,24,15,1
3,4,62,105,1
3,4,17,109,1
4,5,51,29,1
4,5,54,52,1
4,5,74,46,1
4,5,65,46,1
4,5,75,60,1
4,5,105,45,1
4,5,31,60,1
4,5,8,27,1
5,6,32,0,1
5,6,51,3,1
5,6,64,41,1
5,6,23,16,1
5,6,26,11,1
5,6,80,43,1
5,6,35,55,1
5,6,42,89,1
6,7,75,4,1
6,7,104,68,1
6,7,92,78,1
6,7,95,91,1
6,7,25,0,1
6,7,98,53,1
6,7,19,103,1
6,7,0,53,1
7,8,32,21,1
7,8,61,56,1
7,8,98,28,1
7,8,114,55,1
7,8,76,22,1
7,8,93,36,1
7,8,30,90,1
7,8,20,24,1
8,9,65,39,1
8,9,42,33,1
8,9,94,30,1
8,9,61,4,1
8,9,91,73,1
8,9,43,24,1
8,9,23,64,1
8,9,45,75,1
9,10,29,14,1
9,10,72,0,1
9,10,70,0,1
9,10,14,0,1
9,10,117,97,1
9,10,62,27,1
9,10,44,52,1
9,10,31,103,1
10,11,96,73,1
10,11,61,56,1
10,11,90,10,1
10,11,119,15,1
10,11,62,33,1
10,11,39,8,1
10,11,28,103,1
10,11,30,65,1
11,12,56,40,1
11,12,27,0,1
11,12,30,23,1
11,12,63,20,1
