t-1,t,Source Node,Destination Node,Batch size
-1,0,79,33,1
-1,0,100,21,1
-1,0,76,72,1
-1,0,71,57,1
-1,0,89,45,1
-1,0,48,35,1
-1,0,41,81,1
-1,0,32,65,1
0,1,27,14,1
0,1,33,31,1
0,1,47,41,1
0,1,72,19,1
0,1,66,40,1
0,1,46,44,1
0,1,17,72,1
0,1,32,85,1
1,2,67,45,1
1,2,28,24,1
1,2,45,42,1
1,2,114,19,1
1,2,77,50,1
1,2,90,62,1
1,2,44,86,1
1,2,87,109,1
2,3,82,56,1
2,3,77,71,1
2,3,111,14,1
2,3,66,7,1
2,3,44,23,1
2,3,54,29,1
2,3,14,23,1
2,3,6,54,1
3,4,47,22,1
3,4,90,62,1
3,4,43,18,1
3,4,89,36,1
3,4,112,31,1
3,4,32,5,1
3,4,21,55,1
3,4,28,110,1
4,5,98,50,1
4,5,89,37,1
4,5,48,25,1
4,5,107,69,1
4,5,82,30,1
4,5,50,24,1
4,5,16,34,1
4,5,5,43,1
5,6,61,29,1
5,6,48,9,1
5,6,66,38,1
5,6,36,7,1
5,6,53,23,1
5,6,53,1,1
5,6,81,119,1
5,6,5,26,1
6,7,94,71,1
6,7,51,47,1
6,7,86,76,1
6,7,68,26,1
6,7,115,30,1
6,7,65,33,1
6,7,20,41,1
6,7,25,26,1
7,8,96,0,1
7,8,78,29,1
7,8,22,7,1
7,8,52,0,1
7,8,66,34,1
7,8,11,0,1
7,8,15,40,1
7,8,52,91,1
8,9,100,18,1
8,9,98,2,1
8,9,65,33,1
8,9,110,39,1
8,9,28,21,1
8,9,88,37,1
8,9,53,95,1
8,9,23,57,1
9,10,103,33,1
9,10,67,55,1
9,10,117,70,1
9,10,52,37,1
9,10,69,45,1
9,10,51,34,1
9,10,97,110,1
9,10,65,93,1
10,11,117,81,1
10,11,74,55,1
10,11,86,49,1
10,11,109,63,1
10,11,100,2,1
10,11,79,22,1
10,11,23,33,1
10,11,40,78,1
11,12,26,12,1
11,12,43,18,1
11,12,83,25,1
11,12,109,27,1
11,12,107,37,1
11,12,28,12,1
11,12,14,36,1
11,12,22,108,1
12,13,29,16,1
12,13,88,67,1
12,13,107,39,1
12,13,29,8,1
12,13,28,8,1
12,13,110,48,1
12,13,31,98,1
12,13,24,30,1
13,14,43,6,1
13,14,35,17,1
13,14,62,32,1
13,14,53,21,1
13,14,116,89,1
13,14,115,80,1
13,14,7,78,1
13,14,102,105,1
14,15,51,32,1
14,15,88,79,1
14,15,96,86,1
14,15,27,18,1
14,15,34,27,1
14,15,108,27,1
14,15,9,84,1
14,15,14,64,1
15,16,99,13,1
15,16,32,8,1
15,16,54,7,1
15,16,100,61,1
15,16,77,62,1
15,16,51,20,1
15,16,29,100,1
15,16,38,49,1
16,17,9,0,1
16,17,68,2,1
16,17,51,18,1
16,17,111,9,1
16,17,87,61,1
16,17,61,32,1
16,17,77,99,1
16,17,79,90,1
17,18,96,80,1
17,18,72,48,1
17,18,33,18,1
17,18,84,11,1
17,18,76,30,1
17,18,117,85,1
17,18,39,78,1
17,18,20,53,1
18,19,37,7,1
18,19,82,30,1
18,19,21,7,1
18,19,104,95,1
18,19,42,34,1
18,19,95,29,1
18,19,38,83,1
18,19,22,65,1
19,20,58,43,1
19,20,74,21,1
19,20,39,35,1
19,20,48,35,1
19,20,118,11,1
19,20,58,21,1
19,20,5,86,1
19,20,16,43,1
20,21,21,15,1
20,21,80,24,1
20,21,72,68,1
