t-1,t,Source Node,Destination Node,Batch size
-1,0,60,54,1
-1,0,30,8,1
-1,0,31,7,1
-1,0,31,4,1
-1,0,57,43,1
-1,0,107,4,1
-1,0,28,68,1
-1,0,104,113,1
0,1,82,35,1
0,1,4,0,1
0,1,56,17,1
0,1,98,26,1
0,1,51,26,1
0,1,87,16,1
0,1,34,93,1
0,1,15,22,1
1,2,98,23,1
1,2,30,4,1
1,2,61,35,1
1,2,63,43,1
1,2,69,61,1
1,2,102,45,1
1,2,52,112,1
1,2,0,75,1
2,3,60,24,1
2,3,104,7,1
2,3,58,51,1
2,3,47,32,1
2,3,30,8,1
2,3,99,98,1
2,3,13,31,1
2,3,0,87,1
3,4,48,14,1
3,4,61,24,1
3,4,87,7,1
3,4,62,37,1
3,4,58,51,1
3,4,50,27,1
3,4,58,86,1
3,4,21,60,1
4,5,37,4,1
4,5,30,2,1
4,5,117,42,1
4,5,43,25,1
4,5,28,4,1
4,5,105,10,1
4,5,24,38,1
4,5,26,93,1
5,6,57,38,1
5,6,82,35,1
5,6,98,86,1
5,6,82,81,1
5,6,105,58,1
5,6,101,92,1
5,6,45,95,1
5,6,63,100,1
6,7,40,11,1
6,7,74,56,1
6,7,109,24,1
6,7,30,26,1
6,7,113,104,1
6,7,105,75,1
6,7,39,62,1
6,7,32,116,1
7,8,92,52,1
7,8,48,15,1
7,8,107,4,1
7,8,39,15,1
7,8,113,105,1
7,8,110,44,1
7,8,10,105,1
7,8,18,54,1
8,9,47,16,1
8,9,119,100,1
8,9,28,25,1
8,9,70,31,1
8,9,40,2,1
8,9,92,57,1
8,9,48,50,1
8,9,2,45,1
9,10,40,25,1
9,10,114,83,1
9,10,112,32,1
9,10,62,16,1
9,10,48,27,1
9,10,46,32,1
9,10,35,85,1
9,10,77,84,1
10,11,86,58,1
10,11,49,13,1
10,11,101,90,1
10,11,94,32,1
10,11,88,24,1
10,11,109,22,1
10,11,2,45,1
10,11,68,114,1
11,12,100,5,1
11,12,57,28,1
11,12,91,0,1
11,12,92,48,1
11,12,73,69,1
11,12,107,85,1
11,12,70,72,1
11,12,74,79,1
12,13,57,43,1
12,13,42,23,1
12,13,72,0,1
12,13,67,31,1
12,13,78,45,1
12,13,92,52,1
12,13,0,18,1
12,13,27,37,1
13,14,79,64,1
13,14,66,60,1
13,14,107,27,1
13,14,119,98,1
13,14,106,6,1
13,14,86,71,1
13,14,25,28,1
13,14,7,66,1
14,15,42,37,1
14,15,105,55,1
14,15,66,59,1
14,15,35,15,1
14,15,68,7,1
14,15,108,36,1
14,15,22,72,1
14,15,13,74,1
15,16,25,8,1
15,16,10,0,1
15,16,88,75,1
15,16,43,25,1
15,16,104,24,1
15,16,91,43,1
15,16,99,104,1
15,16,50,82,1
16,17,75,46,1
16,17,78,51,1
16,17,118,42,1
16,17,32,20,1
16,17,79,20,1
16,17,34,26,1
16,17,85,102,1
16,17,43,74,1
17,18,23,4,1
17,18,105,24,1
17,18,51,0,1
17,18,54,31,1
17,18,40,2,1
17,18,90,46,1
17,18,32,71,1
17,18,26,60,1
18,19,57,54,1
18,19,85,42,1
18,19,26,18,1
18,19,63,33,1
18,19,110,43,1
18,19,100,77,1
18,19,33,55,1
18,19,4,25,1
19,20,38,32,1
19,20,54,53,1
19,20,82,58,1
19,20,116,15,1
19,20,34,14,1
19,20,108,51,1
19,20,53,102,1
19,20,30,102,1
20,21,76,28,1
20,21,90,37,1
20,21,99,43,1
20,21,70,39,1
20,21,3,0,1
20,21,25,21,1
20,21,33,114,1
20,21,15,21,1
21,22,26,24,1
21,22,40,26,1
21,22,34,7,1
21,22,60,31,1
21,22,71,32,1
21,22,101,42,1
21,22,54,98,1
21,22,22,35,1
22,23,84,33,1
22,23,102,62,1
22,23,110,16,1
22,23,65,30,1
22,23,28,22,1
22,23,60,48,1
22,23,34,100,1
22,23,60,66,1
23,24,85,35,1
23,24,32,15,1
23,24,36,27,1
23,24,72,56,1
23,24,53,39,1
23,24,37,11,1
23,24,43,63,1
23,24,4,27,1
24,25,45,26,1
24,25,29,27,1
24,25,50,12,1
24,25,107,106,1
24,25,21,6,1
24,25,59,27,1
24,25,54,104,1
24,25,13,88,1
25,26,107,75,1
25,26,84,50,1
25,26,56,0,1
25,26,43,42,1
25,26,91,61,1
25,26,53,24,1
25,26,36,91,1
25,26,1,36,1
26,27,104,20,1
26,27,27,17,1
26,27,116,95,1
26,27,44,21,1
26,27,64,30,1
26,27,99,12,1
26,27,31,67,1
26,27,36,44,1
27,28,35,15,1
27,28,115,33,1
27,28,107,106,1
27,28,49,39,1
27,28,42,39,1
27,28,92,9,1
27,28,55,61,1
27,28,42,85,1
28,29,49,12,1
28,29,33,3,1
28,29,60,32,1
28,29,99,59,1
28,29,95,91,1
28,29,70,31,1
28,29,28,96,1
28,29,24,58,1
29,30,54,37,1
29,30,112,96,1
29,30,52,37,1
29,30,68,6,1
29,30,50,12,1
29,30,107,81,1
29,30,21,80,1
29,30,13,70,1
30,31,40,29,1
30,31,67,4,1
30,31,94,52,1
30,31,42,27,1
30,31,79,4,1
30,31,97,19,1
30,31,56,61,1
30,31,0,75,1
31,32,42,22,1
31,32,75,14,1
31,32,109,39,1
31,32,119,100,1
31,32,90,64,1
31,32,59,36,1
31,32,16,22,1
31,32,4,26,1
32,33,44,3,1
32,33,68,30,1
32,33,47,37,1
32,33,99,33,1
32,33,48,15,1
32,33,109,55,1
32,33,21,62,1
32,33,45,69,1
33,34,101,38,1
33,34,30,4,1
33,34,85,25,1
33,34,58,25,1
33,34,40,34,1
33,34,44,21,1
33,34,28,35,1
33,34,25,31,1
34,35,75,52,1
34,35,50,34,1
34,35,59,45,1
34,35,99,44,1
34,35,15,0,1
34,35,37,16,1
34,35,16,55,1
34,35,22,109,1
35,36,50,34,1
35,36,29,24,1
35,36,90,37,1
35,36,60,21,1
35,36,46,20,1
35,36,41,34,1
35,36,19,64,1
35,36,4,29,1
36,37,59,32,1
36,37,62,27,1
36,37,73,36,1
36,37,94,42,1
36,37,62,28,1
36,37,63,10,1
36,37,26,117,1
36,37,86,91,1
37,38,33,25,1
37,38,37,11,1
37,38,119,19,1
37,38,39,4,1
37,38,88,50,1
37,38,89,65,1
37,38,13,79,1
37,38,16,97,1
38,39,42,32,1
38,39,54,39,1
38,39,70,60,1
38,39,114,88,1
38,39,33,7,1
38,39,85,78,1
38,39,63,100,1
38,39,57,96,1
39,40,28,23,1
39,40,61,54,1
39,40,27,0,1
39,40,114,89,1
39,40,106,16,1
39,40,41,24,1
39,40,23,32,1
39,40,6,29,1
40,41,103,41,1
40,41,75,39,1
40,41,78,71,1
40,41,67,27,1
40,41,95,38,1
40,41,55,45,1
40,41,11,41,1
40,41,26,60,1
41,42,79,20,1
41,42,47,16,1
41,42,39,37,1
41,42,89,20,1
41,42,86,64,1
41,42,68,51,1
41,42,37,49,1
41,42,5,23,1
42,43,103,27,1
42,43,88,48,1
42,43,25,4,1
42,43,72,38,1
42,43,40,37,1
42,43,25,6,1
42,43,21,69,1
42,43,20,51,1
43,44,42,7,1
43,44,99,38,1
43,44,36,3,1
