69,67,0,1
57,19,0,1
80,17,0,1
102,59,0,1
112,86,0,1
41,38,0,1
47,4,0,1
76,43,0,1
78,35,0,1
68,26,0,1
70,21,1,1
78,44,1,1
101,95,1,1
56,42,1,1
26,7,1,1
104,37,1,1
68,51,1,1
119,34,1,1
35,31,1,1
25,20,1,1
25,4,2,1
60,23,2,1
107,40,2,1
68,19,2,1
41,2,2,1
53,38,2,1
117,56,2,1
25,7,2,1
48,24,2,1
50,41,2,1
116,32,3,1
93,17,3,1
58,55,3,1
83,42,3,1
25,11,3,1
75,42,3,1
69,56,3,1
112,2,3,1
95,44,3,1
20,6,3,1
83,82,4,1
26,10,4,1
95,6,4,1
37,17,4,1
93,46,4,1
86,10,4,1
32,18,4,1
101,61,4,1
115,69,4,1
59,33,4,1
56,10,5,1
97,61,5,1
28,5,5,1
55,21,5,1
44,32,5,1
100,32,5,1
52,21,5,1
77,62,5,1
46,14,5,1
68,30,5,1
68,23,6,1
90,32,6,1
116,98,6,1
28,14,6,1
86,74,6,1
116,98,6,1
42,38,6,1
25,20,6,1
100,10,6,1
88,85,6,1
65,54,7,1
116,37,7,1
111,38,7,1
107,46,7,1
43,32,7,1
100,17,7,1
54,44,7,1
84,16,7,1
76,27,7,1
114,10,7,1
58,34,8,1
71,65,8,1
91,38,8,1
26,8,8,1
54,40,8,1
68,33,8,1
55,43,8,1
83,42,8,1
68,51,8,1
101,61,8,1
49,38,9,1
46,19,9,1
59,11,9,1
55,23,9,1
92,35,9,1
79,56,9,1
73,44,9,1
42,20,9,1
30,8,9,1
67,20,9,1
44,21,10,1
42,8,10,1
20,5,10,1
109,36,10,1
93,40,10,1
20,4,10,1
102,29,10,1
72,41,10,1
43,1,10,1
99,63,10,1
66,46,11,1
50,25,11,1
64,10,11,1
109,15,11,1
42,1,11,1
90,45,11,1
97,3,11,1
106,0,11,1
37,23,11,1
66,5,11,1
68,33,12,1
40,6,12,1
94,31,12,1
94,32,12,1
50,49,12,1
61,59,12,1
63,20,12,1
86,64,12,1
66,30,12,1
97,70,12,1
78,57,13,1
68,26,13,1
115,96,13,1
100,58,13,1
93,4,13,1
98,64,13,1
105,26,13,1
83,75,13,1
57,19,13,1
79,73,13,1
66,32,14,1
111,104,14,1
103,15,14,1
26,1,14,1
81,5,14,1
40,1,14,1
71,62,14,1
99,60,14,1
89,36,14,1
85,63,14,1
75,9,15,1
106,35,15,1
89,18,15,1
37,33,15,1
99,70,15,1
67,20,15,1
118,70,15,1
52,43,15,1
101,24,15,1
60,3,15,1
99,47,16,1
94,23,16,1
47,8,16,1
59,31,16,1
70,42,16,1
119,59,16,1
63,36,16,1
43,5,16,1
20,5,16,1
79,32,16,1
84,31,17,1
100,58,17,1
46,34,17,1
29,2,17,1
73,3,17,1
79,26,17,1
37,26,17,1
53,24,17,1
70,43,17,1
63,34,17,1
40,1,18,1
21,3,18,1
99,27,18,1
65,43,18,1
27,10,18,1
115,73,18,1
117,101,18,1
21,18,18,1
92,58,18,1
36,35,18,1
20,3,19,1
77,75,19,1
67,2,19,1
30,4,19,1
47,42,19,1
107,64,19,1
110,35,19,1
97,33,19,1
56,27,19,1
92,35,19,1
109,73,20,1
104,20,20,1
36,14,20,1
46,21,20,1
33,27,20,1
84,80,20,1
30,4,20,1
95,8,20,1
61,47,20,1
98,19,20,1
65,49,21,1
35,10,21,1
105,19,21,1
71,58,21,1
104,21,21,1
92,36,21,1
53,31,21,1
55,17,21,1
96,20,21,1
51,47,21,1
86,9,22,1
28,11,22,1
118,58,22,1
96,31,22,1
45,31,22,1
31,13,22,1
81,80,22,1
113,56,22,1
22,3,22,1
73,67,22,1
107,63,23,1
47,4,23,1
64,51,23,1
51,48,23,1
71,58,23,1
52,46,23,1
107,6,23,1
