89,5,0,1
43,59,0,1
98,64,0,1
47,9,0,1
66,33,0,1
115,73,0,1
96,84,0,1
26,28,0,1
51,102,1,1
60,88,1,1
94,4,1,1
28,13,1,1
46,87,1,1
99,5,1,1
106,22,1,1
118,111,1,1
104,25,2,1
86,113,2,1
27,110,2,1
10,44,2,1
80,71,2,1
88,60,2,1
41,42,2,1
42,41,2,1
69,113,3,1
98,116,3,1
75,27,3,1
41,57,3,1
54,11,3,1
9,16,3,1
52,20,3,1
50,14,3,1
26,4,4,1
12,5,4,1
5,78,4,1
85,11,4,1
19,3,4,1
50,14,4,1
70,6,4,1
113,86,4,1
83,109,5,1
116,98,5,1
62,3,5,1
88,76,5,1
56,37,5,1
53,86,5,1
9,47,5,1
84,71,5,1
7,106,6,1
66,76,6,1
5,83,6,1
80,112,6,1
1,52,6,1
76,88,6,1
32,77,6,1
68,58,6,1
87,8,7,1
26,4,7,1
98,64,7,1
64,18,7,1
8,100,7,1
27,31,7,1
42,41,7,1
5,99,7,1
81,23,8,1
26,17,8,1
21,38,8,1
78,5,8,1
56,87,8,1
85,11,8,1
87,14,8,1
73,115,8,1
106,7,9,1
111,101,9,1
60,46,9,1
62,11,9,1
88,108,9,1
50,116,9,1
108,88,9,1
33,93,9,1
51,118,10,1
39,98,10,1
77,14,10,1
50,14,10,1
72,101,10,1
81,2,10,1
58,106,10,1
9,36,10,1
12,23,11,1
32,10,11,1
93,73,11,1
87,46,11,1
40,72,11,1
68,48,11,1
8,94,11,1
29,74,11,1
86,25,12,1
49,98,12,1
58,106,12,1
32,77,12,1
42,41,12,1
96,110,12,1
85,14,12,1
111,101,12,1
12,51,13,1
5,83,13,1
51,99,13,1
50,14,13,1
27,41,13,1
47,9,13,1
22,106,13,1
27,11,13,1
96,110,14,1
11,27,14,1
71,80,14,1
71,20,14,1
89,70,14,1
20,71,14,1
30,117,14,1
44,21,14,1
52,29,15,1
37,56,15,1
14,50,15,1
118,51,15,1
41,57,15,1
84,7,15,1
20,71,15,1
119,41,15,1
19,79,16,1
25,104,16,1
47,49,16,1
41,119,16,1
74,71,16,1
85,8,16,1
27,5,16,1
80,1,16,1
45,105,17,1
106,112,17,1
101,9,17,1
96,110,17,1
110,38,17,1
6,70,17,1
106,49,17,1
24,119,17,1
46,87,18,1
78,39,18,1
23,81,18,1
51,99,18,1
106,7,18,1
8,3,18,1
71,19,18,1
7,106,18,1
41,27,19,1
52,20,19,1
78,39,19,1
84,7,19,1
33,66,19,1
74,29,19,1
62,3,19,1
84,96,19,1
58,5,20,1
107,52,20,1
111,118,20,1
111,15,20,1
25,104,20,1
78,39,20,1
1,112,20,1
5,26,20,1
108,88,21,1
20,52,21,1
25,86,21,1
7,84,21,1
111,101,21,1
45,105,21,1
102,51,21,1
89,5,21,1
23,40,22,1
71,19,22,1
11,62,22,1
74,29,22,1
96,84,22,1
96,71,22,1
76,66,22,1
49,98,22,1
38,21,23,1
71,20,23,1
90,119,23,1
53,86,23,1
114,59,23,1
14,77,23,1
94,4,23,1
55,119,23,1
8,101,24,1
50,116,24,1
