-1,0,806,163,1
-1,0,841,116,1
-1,0,397,88,1
-1,0,931,853,1
-1,0,437,89,1
-1,0,847,299,1
-1,0,578,23,1
-1,0,667,37,1
-1,0,488,0,1
-1,0,450,79,1
-1,0,976,580,1
-1,0,193,80,1
-1,0,35,4,1
-1,0,245,72,1
-1,0,901,76,1
-1,0,767,214,1
-1,0,324,279,1
-1,0,657,35,1
-1,0,419,44,1
-1,0,404,199,1
-1,0,320,237,1
-1,0,690,103,1
-1,0,295,80,1
-1,0,937,93,1
-1,0,560,83,1
-1,0,999,853,1
-1,0,929,374,1
-1,0,865,399,1
-1,0,234,57,1
-1,0,472,171,1
-1,0,897,240,1
-1,0,246,109,1
-1,0,471,208,1
-1,0,285,50,1
-1,0,235,70,1
-1,0,29,16,1
-1,0,362,26,1
-1,0,174,59,1
-1,0,1023,71,1
-1,0,355,4,1
-1,0,1000,30,1
-1,0,22,4,1
-1,0,271,37,1
-1,0,1016,89,1
-1,0,266,207,1
-1,0,427,89,1
-1,0,883,394,1
-1,0,424,179,1
-1,0,679,66,1
-1,0,717,12,1
-1,0,314,37,1
-1,0,323,112,1
-1,0,911,666,1
-1,0,83,317,1
-1,0,159,417,1
-1,0,22,85,1
-1,0,18,448,1
-1,0,169,333,1
-1,0,298,989,1
-1,0,28,843,1
-1,0,741,784,1
-1,0,15,1034,1
-1,0,256,508,1
-1,0,79,450,1
-1,0,70,145,1
-1,0,80,217,1
-1,0,455,776,1
-1,0,41,137,1
-1,0,36,446,1
-1,0,83,179,1
-1,0,22,116,1
0,1,60,51,1
0,1,643,591,1
0,1,1007,80,1
0,1,216,95,1
0,1,888,859,1
0,1,320,154,1
0,1,567,241,1
0,1,36,31,1
0,1,914,23,1
0,1,243,38,1
0,1,611,52,1
0,1,300,170,1
0,1,372,23,1
0,1,777,632,1
0,1,826,21,1
0,1,452,75,1
0,1,465,54,1
0,1,24,8,1
0,1,381,36,1
0,1,821,165,1
0,1,313,121,1
0,1,652,502,1
0,1,860,589,1
0,1,125,21,1
0,1,675,26,1
0,1,628,22,1
0,1,274,4,1
0,1,521,15,1
0,1,383,289,1
0,1,165,79,1
0,1,996,36,1
0,1,634,393,1
0,1,482,275,1
0,1,737,134,1
0,1,713,21,1
0,1,188,85,1
0,1,477,335,1
0,1,493,297,1
0,1,58,2,1
0,1,89,46,1
0,1,1035,37,1
0,1,977,25,1
0,1,99,12,1
0,1,43,42,1
0,1,539,378,1
0,1,401,54,1
0,1,823,225,1
0,1,521,438,1
0,1,631,109,1
0,1,710,251,1
0,1,1034,586,1
0,1,213,100,1
0,1,553,78,1
0,1,84,233,1
0,1,183,993,1
0,1,328,655,1
0,1,90,145,1
0,1,52,332,1
0,1,454,670,1
0,1,281,534,1
0,1,70,764,1
0,1,748,1027,1
0,1,650,999,1
0,1,344,888,1
0,1,111,202,1
0,1,61,698,1
0,1,79,333,1
0,1,35,184,1
0,1,235,411,1
0,1,258,586,1
0,1,683,799,1
1,2,23,12,1
1,2,104,81,1
1,2,261,50,1
1,2,920,252,1
1,2,1024,100,1
1,2,831,402,1
1,2,181,25,1
1,2,439,375,1
1,2,720,261,1
1,2,148,34,1
1,2,156,77,1
1,2,602,148,1
1,2,340,121,1
1,2,760,560,1
1,2,64,28,1
1,2,583,103,1
1,2,143,38,1
1,2,436,48,1
1,2,600,305,1
1,2,946,56,1
1,2,722,161,1
1,2,850,67,1
1,2,973,216,1
1,2,448,11,1
1,2,735,408,1
1,2,738,81,1
1,2,331,176,1
1,2,251,220,1
1,2,73,43,1
1,2,282,108,1
1,2,643,446,1
1,2,965,176,1
1,2,722,259,1
